compound_id,source_name,formula,ion_mode,charge,exact_mass,formula_score,best_path_score,path_count,mechanism_count,source_fragment_count,generation_types,best_node_id,representative_path,all_node_ids,diagnostic_tag,formula_score_original
PDMS,Polydimethylsiloxane,C3H11O2Si2,positive,1,135.02975766297,0.7094,0.6540000000000001,68,2,68,fragment;recombination,node_0443,"M | fragment C,H,O,Si from C-Si bond break(s) | electron_loss",node_0443;node_0447;node_0467;node_0471;node_0753;node_0769;node_0773;node_0789;node_0797;node_0801;node_0825;node_0829;node_0909;node_0925;node_0929;node_0945;node_0953;node_0957;node_0981;node_0985;node_0997;node_1001;node_1029;node_1033;node_1037;node_1041;node_1069;node_1073;node_1085;node_1089;node_1093;node_1097;node_1141;node_1145;node_1149;node_1153;node_1279;node_1311;node_1319;node_1351;node_1367;node_1375;node_1423;node_1431;node_1459;node_1475;node_1479;node_1495;node_1503;node_1507;node_1531;node_1535;node_1611;node_1643;node_1651;node_1683;node_1699;node_1707;node_1755;node_1763;node_1771;node_1787;node_1791;node_1807;node_1815;node_1819;node_1843;node_1847,structural_candidate_only,0.8740000000000001
PDMS,Polydimethylsiloxane,C3H11O2Si2,negative,-1,135.02975766297,0.7094,0.6540000000000001,36,2,36,fragment;recombination,node_0444,"M | fragment C,H,O,Si from C-Si bond break(s) | electron_gain",node_0444;node_0448;node_0468;node_0472;node_1280;node_1312;node_1320;node_1352;node_1368;node_1376;node_1424;node_1432;node_1460;node_1476;node_1480;node_1496;node_1504;node_1508;node_1532;node_1536;node_1612;node_1644;node_1652;node_1684;node_1700;node_1708;node_1756;node_1764;node_1772;node_1788;node_1792;node_1808;node_1816;node_1820;node_1844;node_1848,structural_candidate_only,0.8740000000000001
PDMS,Polydimethylsiloxane,C4H12OSi2,positive,1,132.04266807563,0.681,0.6000000000000001,8,2,8,fragment_h_shift;recombination,node_0575,"M | fragment C,H,O,Si from Si-O bond break(s) | h_shift_-1 | electron_loss",node_0575;node_0599;node_0803;node_0959;node_1099;node_1103;node_1381;node_1713,structural_candidate_only,0.8200000000000001
PDMS,Polydimethylsiloxane,C3H11OSi2,positive,1,119.0348430434,0.6794,0.6439999999999999,16,2,8,fragment;fragment_h_shift,node_0489,"M | fragment C,H,O,Si from C-Si+Si-O bond break(s) | protonation",node_0489;node_0505;node_0509;node_0525;node_0533;node_0537;node_0561;node_0565;node_0613;node_0629;node_0633;node_0649;node_0657;node_0661;node_0685;node_0689,structural_candidate_only,0.8639999999999999
PDMS,Polydimethylsiloxane,C3H9OSi2,negative,-1,117.01919297894,0.6794,0.6439999999999999,16,2,8,fragment;fragment_h_shift,node_0490,"M | fragment C,H,O,Si from C-Si+Si-O bond break(s) | deprotonation",node_0490;node_0506;node_0510;node_0526;node_0534;node_0538;node_0562;node_0566;node_0612;node_0628;node_0632;node_0648;node_0656;node_0660;node_0684;node_0688,structural_candidate_only,0.8639999999999999
PDMS,Polydimethylsiloxane,C2H6OSi,positive,1,74.0187913476,0.677,0.6000000000000001,14,2,14,fragment_h_shift;recombination,node_0583,"M | fragment C,H,O,Si from other bond break(s) | h_shift_-1 | electron_loss",node_0583;node_0587;node_0791;node_0815;node_0947;node_0971;node_1075;node_1079;node_1123;node_1127;node_1357;node_1405;node_1689;node_1737,structural_candidate_only,0.8200000000000001
PDMS,Polydimethylsiloxane,C3H10O2Si2,positive,1,134.02193263074,0.677,0.6000000000000001,52,2,52,fragment_h_shift;recombination,node_0567,"M | fragment C,H,O,Si from C-Si bond break(s) | h_shift_-1 | electron_loss",node_0567;node_0571;node_0591;node_0595;node_0751;node_0767;node_0771;node_0787;node_0795;node_0799;node_0823;node_0827;node_0907;node_0923;node_0927;node_0943;node_0951;node_0955;node_0979;node_0983;node_0995;node_0999;node_1027;node_1031;node_1035;node_1039;node_1067;node_1071;node_1083;node_1087;node_1091;node_1095;node_1139;node_1143;node_1147;node_1151;node_1277;node_1309;node_1317;node_1349;node_1365;node_1373;node_1421;node_1429;node_1609;node_1641;node_1649;node_1681;node_1697;node_1705;node_1753;node_1761,structural_candidate_only,0.8200000000000001
PDMS,Polydimethylsiloxane,C2H7O2Si2,negative,-1,118.99845753405,0.6754,0.6439999999999999,12,2,6,fragment;fragment_h_shift,node_0486,"M | fragment C,H,O,Si from C-Si+C-Si bond break(s) | deprotonation",node_0486;node_0498;node_0502;node_0518;node_0522;node_0558;node_0608;node_0620;node_0624;node_0640;node_0644;node_0680,structural_candidate_only,0.8639999999999999
PDMS,Polydimethylsiloxane,C2H9O2Si2,positive,1,121.01410759851,0.6754,0.6439999999999999,12,2,6,fragment;fragment_h_shift,node_0485,"M | fragment C,H,O,Si from C-Si+C-Si bond break(s) | protonation",node_0485;node_0497;node_0501;node_0517;node_0521;node_0557;node_0609;node_0621;node_0625;node_0641;node_0645;node_0681,structural_candidate_only,0.8639999999999999
PDMS,Polydimethylsiloxane,H2O,positive,1,18.01056468403,0.6522,0.6419999999999999,4,2,2,fragment;fragment_h_shift,node_0457,"M | single-atom H,O from Si-O bond break | protonation",node_0457;node_0481;node_0581;node_0605,structural_candidate_only,0.832
