formula,counts,exact_mass,ion_mode,charge,source_compound_id,source_name,generation_type,path,broken_bonds,h_shift,adduct,neutral_losses,fragment_atom_indices,score
C4H8O,"{'C': 4, 'O': 1, 'H': 8}",72.05751487741,negative,-1,EVA,Ethylene-Vinyl Acetate,adduct,break 1 bond(s) | -H | ; | break 2 bond(s) | H shift -2 | OH | ; | break 2 bond(s) | H shift -1 | O,1,0,-H,,"[0, 1, 2, 3, 7, 8, 9, 10, 11, 12, 13, 17, 18, 19]",0.6
C4H8O2,"{'C': 4, 'O': 2, 'H': 8}",88.05242949698,positive,1,EVA,Ethylene-Vinyl Acetate,adduct,break 1 bond(s) | H | ; | break 2 bond(s) | H | ; | break 2 bond(s) | H shift +1 | H,1,0,H,,"[2, 3, 4, 5, 6, 7, 13, 14, 15, 16, 17, 18, 19]",0.6
C4H9,"{'C': 4, 'H': 9}",57.07042529007,neutral,0,EVA,Ethylene-Vinyl Acetate,fragment,break 1 bond(s) | ; | break 2 bond(s) | ; | break 2 bond(s),1,0,,,"[0, 1, 2, 7, 8, 9, 10, 11, 12, 13, 17, 18, 19]",0.6
C4H9O,"{'C': 4, 'O': 1, 'H': 9}",73.06533990964,neutral,0,EVA,Ethylene-Vinyl Acetate,fragment,break 1 bond(s) | ; | break 2 bond(s),1,0,,,"[0, 1, 2, 3, 7, 8, 9, 10, 11, 12, 13, 17, 18, 19]",0.6
C5H10O2,"{'C': 5, 'O': 2, 'H': 10}",102.06807956144,positive,1,EVA,Ethylene-Vinyl Acetate,adduct,break 1 bond(s) | H | ; | break 1 bond(s) | H | ; | break 1 bond(s) | H,1,0,H,,"[1, 2, 3, 4, 5, 6, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.6
C5H11,"{'C': 5, 'H': 11}",71.08607535453,neutral,0,EVA,Ethylene-Vinyl Acetate,neutral_loss,M | H shift +1 | -CO2,0,1,,CO2,,0.6
C5H11O,"{'C': 5, 'H': 11, 'O': 1}",87.08098997409999,neutral,0,EVA,Ethylene-Vinyl Acetate,neutral_loss,M | H shift +1 | -CO,0,1,,CO,,0.6
C5H6O2,"{'C': 5, 'H': 6, 'O': 2}",98.03677943252,neutral,0,EVA,Ethylene-Vinyl Acetate,neutral_loss,M | H shift -1 | -CH3 | ; | break 1 bond(s) | H shift -1 | -H2 | ; | break 1 bond(s) | H shift -1 | -H2,0,-1,,CH3,,0.6
C5H8O2,"{'C': 5, 'H': 8, 'O': 2}",100.05242949698,neutral,0,EVA,Ethylene-Vinyl Acetate,neutral_loss,M | H shift +1 | -CH3 | ; | break 1 bond(s) | H shift +1 | -H2 | ; | break 1 bond(s) | H shift +1 | -H2,0,1,,CH3,,0.6
C5H8O2,"{'C': 5, 'O': 2, 'H': 8}",100.05242949698,negative,-1,EVA,Ethylene-Vinyl Acetate,adduct,break 1 bond(s) | -H | ; | break 1 bond(s) | -H | ; | break 1 bond(s) | -H,1,0,-H,,"[1, 2, 3, 4, 5, 6, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.6
C5H9,"{'C': 5, 'H': 9}",69.07042529007,neutral,0,EVA,Ethylene-Vinyl Acetate,neutral_loss,M | H shift -1 | -CO2,0,-1,,CO2,,0.6
C5H9O,"{'C': 5, 'H': 9, 'O': 1}",85.06533990964,neutral,0,EVA,Ethylene-Vinyl Acetate,neutral_loss,M | H shift -1 | -CO | ; | break 1 bond(s) | H shift +1 | -OH | ; | break 1 bond(s) | H shift +2 | -H2O,0,-1,,CO,,0.6
