formula,counts,exact_mass,ion_mode,charge,source_compound_id,source_name,generation_type,path,broken_bonds,h_shift,adduct,neutral_losses,fragment_atom_indices,score
C18H15KS3,"{'C': 18, 'S': 3, 'H': 15, 'K': 1}",365.99729549305,positive,1,PPS,Polyphenylene Sulfide,adduct,break 1 bond(s) + 2×repeat | H shift +2 | K | ; | break 1 bond(s) + 2×repeat | H shift +2 | K,1,2,K,,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13]",0.22
C18H15NaS3,"{'C': 18, 'S': 3, 'H': 15, 'Na': 1}",350.02335828865,positive,1,PPS,Polyphenylene Sulfide,adduct,break 1 bond(s) + 2×repeat | H shift +2 | Na | ; | break 1 bond(s) + 2×repeat | H shift +2 | Na,1,2,Na,,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13]",0.22
C18H16OS3,"{'C': 18, 'S': 3, 'H': 16, 'O': 1}",344.03632865845,negative,-1,PPS,Polyphenylene Sulfide,adduct,break 1 bond(s) + 2×repeat | H shift +2 | OH | ; | break 1 bond(s) + 2×repeat | H shift +2 | OH,1,2,OH,,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13]",0.22
C42H28S8,"{'C': 42, 'H': 28, 'S': 8}",787.99567029764,negative,-1,PPS,Polyphenylene Sulfide,adduct,M + 6×repeat | H shift -1 | -H,0,-1,-H,,,0.21999999999999997
C42H29S8,"{'C': 42, 'H': 29, 'S': 8}",789.00349532987,neutral,0,PPS,Polyphenylene Sulfide,h_shift,M + 6×repeat | H shift -1,0,-1,,,,0.21999999999999997
C42H30S8,"{'C': 42, 'H': 30, 'S': 8}",790.0113203621,positive,1,PPS,Polyphenylene Sulfide,adduct,M + 6×repeat | H shift -1 | H,0,-1,H,,,0.21999999999999997
C42H30S8,"{'C': 42, 'H': 30, 'S': 8}",790.0113203621,negative,-1,PPS,Polyphenylene Sulfide,adduct,M + 6×repeat | H shift +1 | -H,0,1,-H,,,0.21999999999999997
C42H31S8,"{'C': 42, 'H': 31, 'S': 8}",791.01914539433,neutral,0,PPS,Polyphenylene Sulfide,h_shift,M + 6×repeat | H shift +1,0,1,,,,0.21999999999999997
C42H32S8,"{'C': 42, 'H': 32, 'S': 8}",792.02697042656,positive,1,PPS,Polyphenylene Sulfide,adduct,M + 6×repeat | H shift +1 | H,0,1,H,,,0.21999999999999997
C24H15S3,"{'C': 24, 'H': 15, 'S': 3}",399.03358900665,negative,-1,PPS,Polyphenylene Sulfide,adduct,break 2 bond(s) + 3×repeat | -H,2,0,-H,,"[1, 2, 3, 4, 6, 7, 9, 10, 12, 13]",0.21000000000000002
C24H16S3,"{'C': 24, 'H': 16, 'S': 3}",400.04141403888,neutral,0,PPS,Polyphenylene Sulfide,fragment,break 2 bond(s) + 3×repeat,2,0,,,"[1, 2, 3, 4, 6, 7, 9, 10, 12, 13]",0.21000000000000002
C24H17S3,"{'C': 24, 'H': 17, 'S': 3}",401.04923907111,positive,1,PPS,Polyphenylene Sulfide,adduct,break 2 bond(s) + 3×repeat | H,2,0,H,,"[1, 2, 3, 4, 6, 7, 9, 10, 12, 13]",0.21000000000000002
C30H20ClS6,"{'C': 30, 'H': 20, 'S': 6, 'Cl': 1}",606.957780373,negative,-1,PPS,Polyphenylene Sulfide,adduct,M + 4×repeat | H shift -2 | Cl,0,-2,Cl,,,0.21000000000000002
C30H20KS6,"{'C': 30, 'H': 20, 'S': 6, 'K': 1}",610.9526341774,positive,1,PPS,Polyphenylene Sulfide,adduct,M + 4×repeat | H shift -2 | K,0,-2,K,,,0.21000000000000002
C30H20NaS6,"{'C': 30, 'H': 20, 'S': 6, 'Na': 1}",594.978696973,positive,1,PPS,Polyphenylene Sulfide,adduct,M + 4×repeat | H shift -2 | Na,0,-2,Na,,,0.21000000000000002
C30H20OS6,"{'C': 30, 'H': 20, 'S': 6, 'O': 1}",587.98384231057,negative,-1,PPS,Polyphenylene Sulfide,adduct,M + 4×repeat | H shift -2 | O,0,-2,O,,,0.21000000000000002
C30H24ClS6,"{'C': 30, 'H': 24, 'S': 6, 'Cl': 1}",610.98908050192,negative,-1,PPS,Polyphenylene Sulfide,adduct,M + 4×repeat | H shift +2 | Cl,0,2,Cl,,,0.21000000000000002
C30H24KS6,"{'C': 30, 'H': 24, 'S': 6, 'K': 1}",614.98393430632,positive,1,PPS,Polyphenylene Sulfide,adduct,M + 4×repeat | H shift +2 | K,0,2,K,,,0.21000000000000002
C30H24NaS6,"{'C': 30, 'H': 24, 'S': 6, 'Na': 1}",599.00999710192,positive,1,PPS,Polyphenylene Sulfide,adduct,M + 4×repeat | H shift +2 | Na,0,2,Na,,,0.21000000000000002
C30H25OS6,"{'C': 30, 'H': 25, 'S': 6, 'O': 1}",593.02296747172,negative,-1,PPS,Polyphenylene Sulfide,adduct,M + 4×repeat | H shift +2 | OH,0,2,OH,,,0.21000000000000002
C23H13S4,"{'C': 23, 'S': 4, 'H': 13}",416.99001011659,neutral,0,PPS,Polyphenylene Sulfide,neutral_loss,break 1 bond(s) + 3×repeat | H shift -1 | -CH3 | ; | break 1 bond(s) + 3×repeat | H shift -1 | -CH3,1,-1,,CH3,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13]",0.20999999999999996
C23H15S4,"{'C': 23, 'S': 4, 'H': 15}",419.00566018105,neutral,0,PPS,Polyphenylene Sulfide,neutral_loss,break 1 bond(s) + 3×repeat | H shift +1 | -CH3 | ; | break 1 bond(s) + 3×repeat | H shift +1 | -CH3,1,1,,CH3,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13]",0.20999999999999996
C24H14S4,"{'C': 24, 'S': 4, 'H': 14}",429.99783514882,neutral,0,PPS,Polyphenylene Sulfide,neutral_loss,break 1 bond(s) + 3×repeat | H shift -1 | -H2 | ; | break 1 bond(s) + 3×repeat | H shift -1 | -H2,1,-1,,H2,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13]",0.20999999999999996
C24H16S4,"{'C': 24, 'S': 4, 'H': 16}",432.01348521328,neutral,0,PPS,Polyphenylene Sulfide,neutral_loss,break 1 bond(s) + 3×repeat | H shift +1 | -H2 | ; | break 1 bond(s) + 3×repeat | H shift +1 | -H2,1,1,,H2,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13]",0.20999999999999996
C12H10OS,"{'C': 12, 'H': 10, 'S': 1, 'O': 1}",202.04523611627,negative,-1,PPS,Polyphenylene Sulfide,adduct,break 2 bond(s) + 1×repeat | H shift +1 | OH | ; | break 2 bond(s) + 1×repeat | H shift +2 | O,2,1,OH,,"[1, 2, 3, 4, 6, 7, 9, 10, 12, 13]",0.2
C12H7ClS,"{'C': 12, 'H': 7, 'S': 1, 'Cl': 1}",217.99569908201,negative,-1,PPS,Polyphenylene Sulfide,adduct,break 2 bond(s) + 1×repeat | H shift -1 | Cl,2,-1,Cl,,"[1, 2, 3, 4, 6, 7, 9, 10, 12, 13]",0.2
C12H7KS,"{'C': 12, 'H': 7, 'S': 1, 'K': 1}",221.99055288641,positive,1,PPS,Polyphenylene Sulfide,adduct,break 2 bond(s) + 1×repeat | H shift -1 | K,2,-1,K,,"[1, 2, 3, 4, 6, 7, 9, 10, 12, 13]",0.2
C12H7NaS,"{'C': 12, 'H': 7, 'S': 1, 'Na': 1}",206.01661568201,positive,1,PPS,Polyphenylene Sulfide,adduct,break 2 bond(s) + 1×repeat | H shift -1 | Na,2,-1,Na,,"[1, 2, 3, 4, 6, 7, 9, 10, 12, 13]",0.2
C12H7OS,"{'C': 12, 'H': 7, 'S': 1, 'O': 1}",199.02176101958,negative,-1,PPS,Polyphenylene Sulfide,adduct,break 2 bond(s) + 1×repeat | H shift -1 | O,2,-1,O,,"[1, 2, 3, 4, 6, 7, 9, 10, 12, 13]",0.2
C12H9ClS,"{'C': 12, 'H': 9, 'S': 1, 'Cl': 1}",220.01134914647,negative,-1,PPS,Polyphenylene Sulfide,adduct,break 2 bond(s) + 1×repeat | H shift +1 | Cl,2,1,Cl,,"[1, 2, 3, 4, 6, 7, 9, 10, 12, 13]",0.2
C12H9KS,"{'C': 12, 'H': 9, 'S': 1, 'K': 1}",224.00620295087,positive,1,PPS,Polyphenylene Sulfide,adduct,break 2 bond(s) + 1×repeat | H shift +1 | K,2,1,K,,"[1, 2, 3, 4, 6, 7, 9, 10, 12, 13]",0.2
