formula,ion_mode,material_count,materials
C16H7O7,positive,2,"['PEI', 'PET']"
C16H7O6,positive,2,"['PEI', 'PET']"
C16H6O7,negative,2,"['PEI', 'PET']"
C16H6O6,negative,2,"['PEI', 'PET']"
C16H9O4,positive,2,"['PEI', 'PET']"
C16H9O4,negative,2,"['PEI', 'PET']"
C16H9N2O4,negative,2,"['Nomex', 'PI']"
C15H15O6,positive,2,"['PEN', 'PET']"
C17H11O5,negative,2,"['PEI', 'PET']"
C17H11O4,positive,2,"['PEI', 'PET']"
C17H11O4,negative,2,"['PEI', 'PET']"
C17H10O5,negative,2,"['PEI', 'PET']"
C17H10O4,negative,2,"['PEI', 'PET']"
C17H12O7,negative,2,"['PEN', 'PET']"
C15H7NO3,negative,2,"['Nomex', 'PI']"
C15H8NO3,positive,2,"['Nomex', 'PI']"
C15H8NO3,negative,2,"['Nomex', 'PI']"
C15H8N2O3,negative,2,"['Nomex', 'PI']"
C15H9O3,negative,2,"['Nomex', 'PET']"
C15H9NO3,positive,2,"['Nomex', 'PI']"
C15H9NO3,negative,2,"['Nomex', 'PI']"
C15H9N2O3,positive,2,"['Nomex', 'PI']"
C15H9N2O3,negative,2,"['Nomex', 'PI']"
C16H10N2O4,positive,2,"['Nomex', 'PI']"
C16H10N2O4,negative,2,"['Nomex', 'PI']"
C15H9O4,positive,2,"['PEN', 'PET']"
C15H9O4,negative,2,"['PEN', 'PET']"
C15H9O3,positive,2,"['Nomex', 'PET']"
C16H11N2O4,positive,2,"['Nomex', 'PI']"
C16H11N2O4,negative,2,"['Nomex', 'PI']"
C4H10O2,negative,2,"['PEN', 'PET']"
C4H10,positive,2,"['COC', 'EVA']"
C4H10,negative,2,"['COC', 'EVA']"
C4F7,positive,2,"['ETFE', 'PTFE']"
C4F7,negative,2,"['ETFE', 'PTFE']"
C4F6,positive,2,"['ETFE', 'PTFE']"
C4F6,negative,2,"['ETFE', 'PTFE']"
C4F10,positive,2,"['FEP', 'PFA']"
C4F10,negative,2,"['FEP', 'PFA']"
C12H8O3,positive,2,"['PEEK', 'PEN']"
C12H8O3,negative,2,"['PEEK', 'PEN']"
C12H7O3,positive,2,"['PEEK', 'PEN']"
CNO,negative,2,"['Nomex', 'PI']"
CN,negative,2,"['Nomex', 'PI']"
C15H7O3,positive,2,"['Nomex', 'PET']"
C15H7O3,negative,2,"['Nomex', 'PET']"
C10H10O3,positive,1,['PET']
C10H10O3,negative,1,['PET']
C10H14,negative,1,['COC']
C10H17O4,negative,1,['EVA']
C10H17O4,positive,1,['EVA']
C10H18,negative,1,['COC']
C10H18,positive,1,['COC']
C10H18O4,negative,1,['EVA']
C10H18O4,positive,1,['EVA']
C10H19O4,positive,1,['EVA']
C10H4O4,negative,1,['PET']
C10H10O4,negative,1,['PET']
CH2NO,negative,1,['Nomex']
CH3NO,negative,1,['Nomex']
CH3NO,positive,1,['Nomex']
CH3OSi,negative,1,['PDMS']
CH3OSi,positive,1,['PDMS']
CH3S,positive,1,['PPS']
CH3Si,negative,1,['PDMS']
C15H6NO4,positive,1,['PI']
C15H6O4,negative,1,['PET']
C15H6O5,negative,1,['PET']
C15H6O6,negative,1,['PET']
C15H7N2O3,negative,1,['PI']
C15H7N2O3,positive,1,['PI']
C15H7N2O4,negative,1,['PI']
C15H7N2O4,positive,1,['PI']
C15H7NO3,positive,1,['PI']
C15H7NO4,negative,1,['PI']
C15H7NO4,positive,1,['PI']
C15H7O4,negative,1,['PET']
C15H21,negative,1,['COC']
C10H15,negative,1,['COC']
CHS,positive,1,['PPS']
CNO,positive,1,['Nomex']
C15H8O7,negative,1,['PEN']
C15H9N2O4,negative,1,['PI']
C15H9N2O4,positive,1,['PI']
C15H9N3O3,negative,1,['Nomex']
C15H9NO4,negative,1,['PI']
C15H9NO4,positive,1,['PI']
C15H7O4,positive,1,['PET']
C15H7O5,negative,1,['PET']
C15H7O5,positive,1,['PET']
C15H7O6,negative,1,['PET']
C15H7O6,positive,1,['PET']
C15H8N2O3,positive,1,['PI']
C15H8N2O4,negative,1,['PI']
C15H8N2O4,positive,1,['PI']
C15H8NO4,negative,1,['PI']
C15H8NO4,positive,1,['PI']
C15H9O5,negative,1,['PEN']
C15H9O5,positive,1,['PEN']
C15H9O6,negative,1,['PEN']
C15H9O6,positive,1,['PEN']
C15H9O7,negative,1,['PEN']
C15H9O7,positive,1,['PEN']
C16H10N2O3,negative,1,['PI']
C16H10N2O3,positive,1,['PI']
C16H10N3O4,negative,1,['Nomex']
C16H10NO4,negative,1,['Nomex']
C16H10NO4,positive,1,['Nomex']
C15H8O4,positive,1,['PET']
C15H8O5,negative,1,['PEN']
C15H8O5,positive,1,['PET']
C15H8O6,negative,1,['PEN']
C15H8O6,positive,1,['PET']
C15H21,positive,1,['COC']
C15H22,negative,1,['COC']
C15H22,positive,1,['COC']
C15H23,positive,1,['COC']
C15H5N2O3,negative,1,['PI']
C15H5N2O4,negative,1,['PI']
C15H5NO3,negative,1,['PI']
C15H5NO4,negative,1,['PI']
C15H6N2O3,negative,1,['PI']
C15H6N2O3,positive,1,['PI']
C15H6N2O4,negative,1,['PI']
C15H6N2O4,positive,1,['PI']
C15H6NO3,negative,1,['PI']
C15H6NO3,positive,1,['PI']
C15H6NO4,negative,1,['PI']
C15H16O7,positive,1,['PET']
C16H11O7,positive,1,['PEN']
C16H12N2O3,negative,1,['PI']
C16H12N2O3,positive,1,['PI']
C16H12N3O4,negative,1,['Nomex']
C16H12N3O4,positive,1,['Nomex']
C16H10O3,negative,1,['PET']
C16H10O5,positive,1,['PET']
C16H10O6,negative,1,['PEN']
C16H10O6,positive,1,['PET']
C16H10O7,negative,1,['PEN']
C16H11N2O3,negative,1,['PI']
C16H11N2O3,positive,1,['PI']
C16H11N3O4,negative,1,['Nomex']
C16H11N3O4,positive,1,['Nomex']
C16H11NO4,negative,1,['Nomex']
C16H11NO4,positive,1,['Nomex']
C16H12O3,positive,1,['PET']
C16H12O4,positive,1,['PET']
C16H12O6,negative,1,['PEN']
C16H12O6,positive,1,['PEN']
C16H12O7,negative,1,['PEN']
C16H12O7,positive,1,['PEN']
C16H13N2O4,positive,1,['Nomex']
C16H13N3O4,negative,1,['Nomex']
C16H13N3O4,positive,1,['Nomex']
C16H13O3,negative,1,['PEN']
C16H13O3,positive,1,['PEN']
C16H11O3,negative,1,['PET']
C16H11O3,positive,1,['PET']
C16H11O6,negative,1,['PEN']
C16H11O6,positive,1,['PEN']
C16H11O7,negative,1,['PEN']
C15H16O8,positive,1,['PET']
C15H17O4,positive,1,['PEN']
C15H17O5,positive,1,['PEN']
C15H17O7,negative,1,['PET']
C15H17O7,positive,1,['PET']
C15H17O8,negative,1,['PET']
C15H17O8,positive,1,['PET']
C15H18O7,positive,1,['PET']
C15H18O8,negative,1,['PET']
C15H18O8,positive,1,['PET']
C15H19,negative,1,['COC']
C15H19O8,positive,1,['PET']
C15H20,negative,1,['COC']
C15H20,positive,1,['COC']
C15H15O4,negative,1,['PEN']
C16H12O3,negative,1,['PEN']
C16H17O5,positive,1,['PEN']
C16H17O6,positive,1,['PEN']
C16H21,negative,1,['COC']
C16H22,negative,1,['COC']
C16H13O6,negative,1,['PEN']
C16H13O6,positive,1,['PEN']
C16H13O7,negative,1,['PEN']
C16H13O7,positive,1,['PEN']
C16H14N3O4,positive,1,['Nomex']
C16H14O3,positive,1,['PEN']
C16H14O4,negative,1,['PEN']
C16H14O5,negative,1,['PEN']
C16H14O6,negative,1,['PEN']
C16H14O6,positive,1,['PEN']
C16H12NO4,positive,1,['Nomex']
C15H16O8,negative,1,['PET']
C16H4O7,negative,1,['PEI']
C16H4O7,positive,1,['PEI']
C16H5O6,negative,1,['PEI']
C16H5O6,positive,1,['PEI']
C16H14O7,positive,1,['PEN']
C16H15O4,negative,1,['PEN']
C16H15O4,positive,1,['PEN']
C16H15O5,negative,1,['PEN']
C16H15O5,positive,1,['PEN']
C16H15O6,negative,1,['PEN']
C16H15O6,positive,1,['PEN']
C16H16O4,positive,1,['PEN']
C16H16O5,negative,1,['PEN']
C16H16O5,positive,1,['PEN']
C16H16O6,negative,1,['PEN']
C16H16O6,positive,1,['PEN']
C16H7O7,negative,1,['PET']
C16H8N2O3,negative,1,['PI']
C16H8N2O4,negative,1,['PI']
C16H8NO4,negative,1,['Nomex']
C16H22,positive,1,['COC']
C16H23,negative,1,['COC']
C16H23,positive,1,['COC']
C16H24,negative,1,['COC']
C16H24,positive,1,['COC']
C16H25,negative,1,['COC']
C16H25,positive,1,['COC']
C16H26,positive,1,['COC']
C16H3O6,negative,1,['PEI']
C16H3O7,negative,1,['PEI']
C16H4O6,negative,1,['PEI']
C16H4O6,positive,1,['PEI']
C16H8O7,positive,1,['PET']
C16H9N2O3,negative,1,['PI']
C16H9N2O3,positive,1,['PI']
C16H9N2O4,positive,1,['PI']
C16H9NO4,negative,1,['Nomex']
C16H9NO4,positive,1,['Nomex']
C16H9O5,negative,1,['PET']
C16H9O5,positive,1,['PET']
C16H5O7,negative,1,['PEI']
C16H5O7,positive,1,['PEI']
C16H6O5,negative,1,['PET']
C16H6O6,positive,1,['PEI']
C16H6O7,positive,1,['PEI']
C16H7O5,negative,1,['PET']
C16H7O5,positive,1,['PET']
C16H7O6,negative,1,['PET']
C15H15O6,negative,1,['PET']
C15H15O7,negative,1,['PET']
C15H15O7,positive,1,['PET']
C15H15O8,negative,1,['PET']
C15H16O3,positive,1,['PEN']
C15H16O4,negative,1,['PEN']
C15H16O4,positive,1,['PEN']
C15H16O5,negative,1,['PEN']
C15H16O5,positive,1,['PEN']
C15H16O6,positive,1,['PET']
C15H16O7,negative,1,['PET']
C15H14O4,negative,1,['PEN']
C16H8O5,negative,1,['PET']
C16H8O5,positive,1,['PET']
C16H8O6,negative,1,['PET']
C16H8O6,positive,1,['PET']
C17H13O3,negative,1,['PEI']
C16H9O6,negative,1,['PET']
C16H9O6,positive,1,['PET']
C17H10O3,negative,1,['PEI']
C17H10O5,positive,1,['PET']
C17H10O6,negative,1,['PET']
C17H10O6,positive,1,['PET']
C17H10O7,negative,1,['PET']
C17H10O7,positive,1,['PET']
C17H10O8,positive,1,['PET']
C17H11O3,negative,1,['PEI']
C17H11O3,positive,1,['PEI']
C16H8O4,negative,1,['PET']
C15H15O4,positive,1,['PEN']
C15H15O5,negative,1,['PEN']
C15H15O5,positive,1,['PEN']
C15H15N4O3,positive,1,['Nomex']
C15H15O,negative,1,['PEI']
C15H15O,positive,1,['PEI']
C15H15O2,negative,1,['PEI']
C15H15O2,positive,1,['PEI']
C15H15O3,negative,1,['PEN']
C15H15O3,positive,1,['PEN']
C15H13O4,positive,1,['PEN']
C17H11O6,negative,1,['PET']
C17H11O6,positive,1,['PET']
C17H11O7,negative,1,['PET']
C17H11O7,positive,1,['PET']
C17H12O3,negative,1,['PEI']
C17H12O3,positive,1,['PEI']
C17H12O6,positive,1,['PET']
C17H12O7,positive,1,['PET']
C17H15O7,negative,1,['PEN']
C17H15O7,positive,1,['PEN']
C17H15O8,negative,1,['PEN']
C17H15O8,positive,1,['PEN']
C17H16O4,positive,1,['PEN']
C17H13O3,positive,1,['PEI']
C17H13O8,negative,1,['PEN']
C17H14O3,positive,1,['PEI']
C17H14O6,negative,1,['PEN']
C15H14O4,positive,1,['PEN']
C15H14O5,negative,1,['PEN']
C15H14O5,positive,1,['PEN']
C15H14O6,positive,1,['PEN']
C15H14O7,negative,1,['PET']
C15H15,negative,1,['PEI']
C15H15,positive,1,['PEI']
C17H16O8,positive,1,['PEN']
C17H17O5,negative,1,['PEN']
C17H17O5,positive,1,['PEN']
C17H17O6,negative,1,['PEN']
C17H17O6,positive,1,['PEN']
C17H17O7,negative,1,['PEN']
C17H17O7,positive,1,['PEN']
C17H17O8,positive,1,['PEN']
C17H18O5,positive,1,['PEN']
C17H14O7,negative,1,['PEN']
C17H14O8,negative,1,['PEN']
C17H14O8,positive,1,['PEN']
C17H15O4,negative,1,['PEN']
C17H15O4,positive,1,['PEN']
C17H15O6,negative,1,['PEN']
C17H15O6,positive,1,['PEN']
C17H23,negative,1,['COC']
C17H24,negative,1,['COC']
C17H24,positive,1,['COC']
C17H25,negative,1,['COC']
C17H25,positive,1,['COC']
C17H26,negative,1,['COC']
C17H26,positive,1,['COC']
C17H27,negative,1,['COC']
C17H27,positive,1,['COC']
C17H28,positive,1,['COC']
C17H16O5,negative,1,['PEN']
C17H16O6,negative,1,['PEN']
C17H16O6,positive,1,['PEN']
C17H16O7,negative,1,['PEN']
C17H16O7,positive,1,['PEN']
C17H16O8,negative,1,['PEN']
C15H13O6,positive,1,['PEN']
C15H14,negative,1,['PEI']
C15H14,positive,1,['PEI']
C15H14N3O3,positive,1,['Nomex']
C15H14N4O3,negative,1,['Nomex']
C15H14N4O3,positive,1,['Nomex']
C15H14O,negative,1,['PEI']
C15H14O,positive,1,['PEI']
C15H14O2,negative,1,['PEI']
C15H14O3,negative,1,['PEN']
C15H12O6,positive,1,['PEN']
C17H18O6,positive,1,['PEN']
C17H18O7,negative,1,['PEN']
C17H18O7,positive,1,['PEN']
C17H19O6,positive,1,['PEN']
C17H19O7,positive,1,['PEN']
C17H8O5,negative,1,['PET']
C17H8O6,negative,1,['PET']
C17H8O7,negative,1,['PET']
C17H8O8,negative,1,['PET']
C17H9O5,negative,1,['PET']
C17H9O5,positive,1,['PET']
C17H9O6,negative,1,['PET']
C17H9O6,positive,1,['PET']
C17H9O7,negative,1,['PET']
C17H9O7,positive,1,['PET']
C17H9O8,negative,1,['PET']
C17H9O8,positive,1,['PET']
C17H18O6,negative,1,['PEN']
C15H13O5,negative,1,['PEN']
C15H13O5,positive,1,['PEN']
C15H13O6,negative,1,['PEN']
C18H12O5,negative,1,['PET']
C18H12O5,positive,1,['PET']
C18H12O6,negative,1,['PET']
C18H12O6,positive,1,['PET']
C18H10O3,negative,1,['PEEK']
C18H10O5,negative,1,['PET']
C18H10O6,negative,1,['PET']
C18H10O7,negative,1,['PET']
C18H10O8,negative,1,['PET']
C18H11O3,negative,1,['PEEK']
C18H11O3,positive,1,['PEEK']
C18H11O4,negative,1,['PEEK']
C18H11O5,negative,1,['PET']
C18H11O5,positive,1,['PET']
C18H11O6,negative,1,['PET']
C18H11O6,positive,1,['PET']
C18H13O3,positive,1,['PEEK']
C18H13O4,negative,1,['PEEK']
C18H13O4,positive,1,['PEEK']
C18H13O5,negative,1,['PET']
C18H13O5,positive,1,['PET']
C18H13O6,negative,1,['PET']
C18H13O6,positive,1,['PET']
C18H13O7,negative,1,['PET']
C18H11O7,negative,1,['PET']
C18H11O7,positive,1,['PET']
C18H11O8,negative,1,['PET']
C18H11O8,positive,1,['PET']
C18H12O3,negative,1,['PEEK']
C18H12O3,positive,1,['PEEK']
C18H12O4,negative,1,['PEEK']
C18H12O4,positive,1,['PEEK']
C15H13,negative,1,['PEI']
C15H13,positive,1,['PEI']
C15H13N2O3,positive,1,['Nomex']
C15H13N3O3,negative,1,['Nomex']
C15H13N3O3,positive,1,['Nomex']
C15H13N4O3,negative,1,['Nomex']
C15H13N4O3,positive,1,['Nomex']
C15H13O,negative,1,['PEI']
C15H13O,positive,1,['PEI']
C15H13O4,negative,1,['PEN']
C15H12N3O3,negative,1,['Nomex']
C18H12O7,positive,1,['PET']
C18H12O8,negative,1,['PET']
C18H12O8,positive,1,['PET']
C18H13O2,negative,1,['PEEK']
C18H13O3,negative,1,['PEEK']
C18H16O7,negative,1,['PEN']
C18H13O7,positive,1,['PET']
C18H13O8,negative,1,['PET']
C18H13O8,positive,1,['PET']
C18H14O2,positive,1,['PEEK']
C18H14O3,negative,1,['PEEK']
C18H14O3,positive,1,['PEEK']
C18H14O4,positive,1,['PEEK']
C18H14O5,negative,1,['PET']
C18H14O5,positive,1,['PET']
C18H14O6,positive,1,['PET']
C18H14O7,positive,1,['PET']
C18H14O8,positive,1,['PET']
C18H15O3,positive,1,['PEEK']
C18H12O7,negative,1,['PET']
C15H12O7,positive,1,['PEN']
C15H12N4O3,negative,1,['Nomex']
C15H12N4O3,positive,1,['Nomex']
C15H12NO3,positive,1,['Nomex']
C15H12O,negative,1,['PEI']
C15H12O,positive,1,['PEI']
C15H12O4,negative,1,['PEN']
C15H12O4,positive,1,['PEN']
C15H12O5,negative,1,['PEN']
C15H12O5,positive,1,['PEN']
C15H12O6,negative,1,['PEN']
C18H15O5,negative,1,['PET']
C18H15O5,positive,1,['PET']
C18H15O8,negative,1,['PEN']
C18H16O4,negative,1,['PEN']
C18H16O4,positive,1,['PET']
C18H16O5,positive,1,['PET']
C18H18O8,negative,1,['PEN']
C18H18O8,positive,1,['PEN']
C18H19,negative,1,['PEI']
C18H16O8,negative,1,['PEN']
C18H16O8,positive,1,['PEN']
C18H17,negative,1,['PEI']
C18H17O,negative,1,['PEI']
C18H17O2,negative,1,['PEI']
C18H17O4,negative,1,['PEN']
C18H17O4,positive,1,['PEN']
C18H17O7,negative,1,['PEN']
C18H17O7,positive,1,['PEN']
C18H17O8,negative,1,['PEN']
C18H17O8,positive,1,['PEN']
C18H15O4,negative,1,['PET']
C15H12N3O3,positive,1,['Nomex']
C18H19O7,positive,1,['PEN']
C18H19O8,positive,1,['PEN']
C18H20,negative,1,['PEI']
C18H20,positive,1,['PEI']
C18H20O,negative,1,['PEI']
C18H20O,positive,1,['PEI']
C18H18,negative,1,['PEI']
C18H18,positive,1,['PEI']
C18H18O,negative,1,['PEI']
C18H18O,positive,1,['PEI']
C18H18O2,negative,1,['PEI']
C18H18O2,positive,1,['PEI']
C18H18O4,positive,1,['PEN']
C18H18O5,negative,1,['PEN']
C18H18O7,negative,1,['PEN']
C18H18O7,positive,1,['PEN']
C18H21O2,positive,1,['PEI']
C18H21O6,positive,1,['PEN']
C18H21O7,positive,1,['PEN']
C18H26,negative,1,['COC']
C18H27,negative,1,['COC']
C18H27,positive,1,['COC']
C18H28,negative,1,['COC']
C18H19,positive,1,['PEI']
C18H19O,negative,1,['PEI']
C18H19O,positive,1,['PEI']
C18H19O2,negative,1,['PEI']
C18H19O2,positive,1,['PEI']
C18H19O5,negative,1,['PEN']
C18H19O5,positive,1,['PEN']
C18H19O6,negative,1,['PEN']
C18H19O7,negative,1,['PEN']
C19H10O,negative,1,['PEEK']
C19H10O,positive,1,['PEEK']
C19H10O2,negative,1,['PEEK']
C19H10O2,positive,1,['PEEK']
C19H10O3,negative,1,['PEEK']
C19H10O3,positive,1,['PEEK']
C19H10O4,negative,1,['PEEK']
C18H20O2,negative,1,['PEI']
C18H20O2,positive,1,['PEI']
C18H20O5,positive,1,['PEN']
C18H20O6,negative,1,['PEN']
C18H20O6,positive,1,['PEN']
C18H20O7,negative,1,['PEN']
C18H20O7,positive,1,['PEN']
C18H21,positive,1,['PEI']
C18H21O,positive,1,['PEI']
C19H11O3,negative,1,['PEEK']
C19H11O3,positive,1,['PEEK']
C19H11O4,negative,1,['PEEK']
C19H11O4,positive,1,['PEEK']
C19H11O5,negative,1,['PEEK']
C19H12N2O,negative,1,['Nomex']
C19H12N2O,positive,1,['Nomex']
C19H12N3O,negative,1,['Nomex']
C19H12NO,negative,1,['Nomex']
C18H28,positive,1,['COC']
C18H29,negative,1,['COC']
C18H29,positive,1,['COC']
C18H30,negative,1,['COC']
C18H30,positive,1,['COC']
C18H31,positive,1,['COC']
C19H10NO,negative,1,['Nomex']
C19H12O4,negative,1,['PEEK']
C19H12O4,positive,1,['PEEK']
C19H12O5,negative,1,['PEEK']
C19H12O5,positive,1,['PEEK']
C19H12O6,negative,1,['PET']
C19H12O7,negative,1,['PET']
C19H12O8,negative,1,['PET']
C19H12O9,negative,1,['PET']
C19H13N2O,negative,1,['Nomex']
C19H11N2O,negative,1,['Nomex']
C19H11NO,negative,1,['Nomex']
C19H11NO,positive,1,['Nomex']
C19H11O,negative,1,['PEEK']
C19H11O,positive,1,['PEEK']
C19H11O2,negative,1,['PEEK']
C19H11O2,positive,1,['PEEK']
C19H13O,positive,1,['PEEK']
C19H13O2,negative,1,['PEEK']
C19H13O2,positive,1,['PEEK']
C19H13O3,negative,1,['PEEK']
C19H13O3,positive,1,['PEEK']
C19H13O4,positive,1,['PEEK']
C19H13O5,negative,1,['PEEK']
C19H13O5,positive,1,['PEEK']
C19H13O6,negative,1,['PET']
C19H12NO,positive,1,['Nomex']
C19H12O,negative,1,['PEEK']
C19H12O,positive,1,['PEEK']
C19H12O2,negative,1,['PEEK']
C19H12O2,positive,1,['PEEK']
C19H12O3,negative,1,['PEEK']
C19H12O3,positive,1,['PEEK']
C19H13O9,positive,1,['PET']
C19H14N2O,negative,1,['Nomex']
C19H14N2O,positive,1,['Nomex']
C19H14N3O,negative,1,['Nomex']
C19H14N3O,positive,1,['Nomex']
C19H14N4O,negative,1,['Nomex']
C19H14N4O,positive,1,['Nomex']
C19H14NO,positive,1,['Nomex']
C19H14O2,positive,1,['PEEK']
C19H14O3,negative,1,['PEEK']
C19H13N2O,positive,1,['Nomex']
C19H13N3O,negative,1,['Nomex']
C19H13N3O,positive,1,['Nomex']
C19H13N4O,negative,1,['Nomex']
C19H13NO,negative,1,['Nomex']
C19H13NO,positive,1,['Nomex']
C19H14O6,positive,1,['PET']
C19H14O7,negative,1,['PET']
C19H14O7,positive,1,['PET']
C19H14O8,negative,1,['PET']
C19H14O8,positive,1,['PET']
C19H14O9,negative,1,['PET']
C19H14O9,positive,1,['PET']
C19H15N2O,positive,1,['Nomex']
C19H15N3O,negative,1,['Nomex']
C19H15N3O,positive,1,['Nomex']
C19H13O6,positive,1,['PET']
C19H13O7,negative,1,['PET']
C19H13O7,positive,1,['PET']
C19H13O8,negative,1,['PET']
C19H13O8,positive,1,['PET']
C19H13O9,negative,1,['PET']
C15H11O2,positive,1,['PET']
C15H11O4,negative,1,['PEN']
C15H11O4,positive,1,['PEN']
C15H11O5,negative,1,['PEN']
C15H11O5,positive,1,['PEN']
C15H11O6,negative,1,['PEN']
C15H11O6,positive,1,['PEN']
C15H11O7,negative,1,['PEN']
C15H11O7,positive,1,['PEN']
C15H12,negative,1,['PEI']
C15H12,positive,1,['PEI']
C15H12N2O3,negative,1,['Nomex']
C15H12N2O3,positive,1,['Nomex']
C15H10O5,negative,1,['PEN']
C19H14O5,positive,1,['PEEK']
C19H14O6,negative,1,['PET']
C19H17O4,positive,1,['PEI']
C19H15N4O,negative,1,['Nomex']
C19H15N4O,positive,1,['Nomex']
C19H15O3,positive,1,['PEEK']
C19H15O4,negative,1,['PEI']
C19H15O5,negative,1,['PET']
C19H15O6,negative,1,['PET']
C19H15O6,positive,1,['PET']
C19H15O7,negative,1,['PET']
C19H15O7,positive,1,['PET']
C19H15O8,negative,1,['PET']
C19H15O8,positive,1,['PET']
C19H15O9,negative,1,['PET']
C19H15O9,positive,1,['PET']
C19H16N3O,positive,1,['Nomex']
C19H14O3,positive,1,['PEEK']
C19H19O7,negative,1,['PEN']
C19H19O8,negative,1,['PEN']
C19H20O7,positive,1,['PEN']
C19H20O8,negative,1,['PEN']
C19H20O8,positive,1,['PEN']
C19H16N4O,negative,1,['Nomex']
C19H16N4O,positive,1,['Nomex']
C19H16O4,negative,1,['PEI']
C19H16O4,positive,1,['PEI']
C19H16O5,positive,1,['PET']
C19H16O6,positive,1,['PET']
C19H16O7,positive,1,['PET']
C19H16O8,negative,1,['PET']
C19H16O8,positive,1,['PET']
C19H16O9,positive,1,['PET']
C19H17N4O,positive,1,['Nomex']
C15H10O5,positive,1,['PEN']
C15H10O6,negative,1,['PEN']
C15H10O6,positive,1,['PEN']
C15H10O7,negative,1,['PEN']
C15H10O7,positive,1,['PEN']
C15H11,negative,1,['PEI']
C15H11N2O3,negative,1,['Nomex']
C15H11N2O3,positive,1,['Nomex']
C15H11N3O3,negative,1,['Nomex']
C15H11N3O3,positive,1,['Nomex']
C15H11N4O3,negative,1,['Nomex']
C15H11N4O3,positive,1,['Nomex']
C15H11NO3,negative,1,['Nomex']
C15H11NO3,positive,1,['Nomex']
C15H11O,negative,1,['PEI']
C19H17O8,positive,1,['PET']
C20H11O3,positive,1,['PEEK']
C19H21O8,positive,1,['PEN']
C19H28,negative,1,['COC']
C19H29,negative,1,['COC']
C19H29,positive,1,['COC']
C19H30,negative,1,['COC']
C19H30,positive,1,['COC']
C19H31,negative,1,['COC']
C19H31,positive,1,['COC']
C19H32,negative,1,['COC']
C19H32,positive,1,['COC']
C19H33,positive,1,['COC']
C19H9O,negative,1,['PEEK']
C19H9O2,negative,1,['PEEK']
C19H9O3,negative,1,['PEEK']
C20H10NO2,negative,1,['Nomex']
C20H12O2,positive,1,['PEEK']
C20H12O3,negative,1,['PEEK']
C20H12O3,positive,1,['PEEK']
C20H12O4,negative,1,['PEEK']
C20H12O5,negative,1,['PEEK']
C20H10O2,negative,1,['PEEK']
C20H10O2,positive,1,['PEEK']
C20H10O3,negative,1,['PEEK']
C20H10O3,positive,1,['PEEK']
C20H10O5,positive,1,['PEI']
C20H11N2O2,negative,1,['Nomex']
C20H11NO2,negative,1,['Nomex']
C20H11NO2,positive,1,['Nomex']
C20H11O2,negative,1,['PEEK']
C20H11O2,positive,1,['PEEK']
C20H11O3,negative,1,['PEEK']
C20H13NO2,positive,1,['Nomex']
C20H13O2,positive,1,['PEEK']
C20H13O3,negative,1,['PEEK']
C20H13O3,positive,1,['PEEK']
C20H13O4,negative,1,['PEEK']
C20H13O4,positive,1,['PEEK']
C20H13O5,negative,1,['PEEK']
C20H13O5,positive,1,['PEEK']
C20H14N2O2,negative,1,['Nomex']
C20H14N2O2,positive,1,['Nomex']
C20H12N2O2,negative,1,['Nomex']
C20H12N2O2,positive,1,['Nomex']
C20H12N3O2,negative,1,['Nomex']
C20H12NO2,negative,1,['Nomex']
C20H12NO2,positive,1,['Nomex']
C20H12O2,negative,1,['PEEK']
C20H14O3,positive,1,['PEEK']
C20H14O4,negative,1,['PEEK']
C20H14O4,positive,1,['PEEK']
C20H14O5,negative,1,['PEEK']
C20H14O5,positive,1,['PEEK']
C20H14O6,negative,1,['PET']
C20H14O7,negative,1,['PET']
C20H14O8,negative,1,['PET']
C20H14O9,negative,1,['PET']
C20H15N2O2,negative,1,['Nomex']
C20H13N2O2,negative,1,['Nomex']
C20H13N2O2,positive,1,['Nomex']
C20H13N3O2,negative,1,['Nomex']
C20H13N3O2,positive,1,['Nomex']
C20H13N4O2,negative,1,['Nomex']
C20H13NO2,negative,1,['Nomex']
C20H15O4,positive,1,['PEEK']
C20H15O5,positive,1,['PEEK']
C20H15O6,negative,1,['PET']
C20H15O6,positive,1,['PET']
C20H15O7,negative,1,['PET']
C20H15O7,positive,1,['PET']
C20H15O8,negative,1,['PET']
C20H15O8,positive,1,['PET']
C20H15O9,negative,1,['PET']
C20H15O9,positive,1,['PET']
C20H14N3O2,negative,1,['Nomex']
C20H14N3O2,positive,1,['Nomex']
C20H14N4O2,negative,1,['Nomex']
C20H14N4O2,positive,1,['Nomex']
C20H14NO2,negative,1,['Nomex']
C20H14NO2,positive,1,['Nomex']
C20H16O6,negative,1,['PET']
C20H16O6,positive,1,['PET']
C20H16O7,negative,1,['PET']
C20H16O7,positive,1,['PET']
C20H16O8,negative,1,['PET']
C20H16O8,positive,1,['PET']
C20H16O9,negative,1,['PET']
C20H16O9,positive,1,['PET']
C20H17N3O2,positive,1,['Nomex']
C20H17N4O2,negative,1,['Nomex']
C20H15N2O2,positive,1,['Nomex']
C20H15N3O2,negative,1,['Nomex']
C20H15N3O2,positive,1,['Nomex']
C20H15N4O2,negative,1,['Nomex']
C20H15N4O2,positive,1,['Nomex']
C20H15NO2,positive,1,['Nomex']
C20H17O7,positive,1,['PET']
C20H17O8,negative,1,['PET']
C20H17O8,positive,1,['PET']
C20H17O9,negative,1,['PET']
C20H17O9,positive,1,['PET']
