formula,ion_mode,material_count,materials
C27H15N2O5,positive,1,['PI']
C27H15NO4,negative,1,['PI']
C27H15NO4,positive,1,['PI']
C27H15NO5,negative,1,['PI']
C27H15NO5,positive,1,['PI']
C27H16N2O3,negative,1,['Nomex']
C27H16N2O4,negative,1,['PI']
C27H16N2O4,positive,1,['PI']
C26H22O6,negative,1,['PEN']
C26H22O6,positive,1,['PEN']
C26H23O4,negative,1,['PEI']
C26H23O4,positive,1,['PEI']
C27H16NO5,negative,1,['PI']
C27H16NO5,positive,1,['PI']
C27H16O6,negative,1,['PEN']
C27H16O7,negative,1,['PEN']
C27H16O8,negative,1,['PEN']
C27H16O9,negative,1,['PEN']
C27H17N2O3,negative,1,['Nomex']
C27H17N2O3,positive,1,['Nomex']
C27H17N2O4,positive,1,['PI']
C27H17N2O5,positive,1,['PI']
C27H17N3O3,negative,1,['Nomex']
C27H17NO4,positive,1,['PI']
C27H14N2O5,positive,1,['PI']
C27H14NO4,negative,1,['PI']
C27H14NO4,positive,1,['PI']
C27H14NO5,negative,1,['PI']
C27H17O7,positive,1,['PEN']
C27H17O8,negative,1,['PEN']
C27H17O8,positive,1,['PEN']
C27H17O9,negative,1,['PEN']
C27H17O9,positive,1,['PEN']
C27H18N2O3,negative,1,['Nomex']
C27H18N2O3,positive,1,['Nomex']
C27H18N3O3,negative,1,['Nomex']
C27H18N3O3,positive,1,['Nomex']
C27H18N4O3,negative,1,['Nomex']
C27H18O5,negative,1,['PEN']
C27H18O6,negative,1,['PEN']
C27H16N2O5,negative,1,['PI']
C27H16N2O5,positive,1,['PI']
C27H16NO4,negative,1,['PI']
C27H16NO4,positive,1,['PI']
C27H18O8,positive,1,['PEN']
C27H18O9,negative,1,['PEN']
C27H18O9,positive,1,['PEN']
C27H19N2O3,negative,1,['Nomex']
C27H19N2O3,positive,1,['Nomex']
C27H19N3O3,negative,1,['Nomex']
C27H19N3O3,positive,1,['Nomex']
C27H19N4O3,negative,1,['Nomex']
C27H19N4O3,positive,1,['Nomex']
C27H19O5,negative,1,['PEN']
C27H19O5,positive,1,['PEN']
C27H19O6,negative,1,['PEN']
C27H17NO5,positive,1,['PI']
C27H17O6,negative,1,['PEN']
C27H17O6,positive,1,['PEN']
C27H17O7,negative,1,['PEN']
C27H19O8,positive,1,['PEN']
C27H19O9,negative,1,['PEN']
C27H19O9,positive,1,['PEN']
C27H20N2O3,positive,1,['Nomex']
C27H20N3O3,negative,1,['Nomex']
C27H20N3O3,positive,1,['Nomex']
C27H20N4O3,negative,1,['Nomex']
C27H20N4O3,positive,1,['Nomex']
C27H20O5,positive,1,['PEN']
C27H20O6,negative,1,['PEN']
C27H20O6,positive,1,['PEN']
C27H20O7,negative,1,['PEN']
C27H18O6,positive,1,['PEN']
C27H18O7,negative,1,['PEN']
C27H18O7,positive,1,['PEN']
C27H18O8,negative,1,['PEN']
C27H21N3O3,positive,1,['Nomex']
C27H21N4O3,negative,1,['Nomex']
C27H21N4O3,positive,1,['Nomex']
C27H21O6,negative,1,['PEN']
C27H21O6,positive,1,['PEN']
C27H21O7,negative,1,['PEN']
C27H21O7,positive,1,['PEN']
C27H21O8,negative,1,['PEN']
C27H21O8,positive,1,['PEN']
C27H22N4O3,positive,1,['Nomex']
C27H22O6,positive,1,['PEN']
C27H22O7,negative,1,['PEN']
C27H19O6,positive,1,['PEN']
C27H19O7,negative,1,['PEN']
C27H19O7,positive,1,['PEN']
C27H19O8,negative,1,['PEN']
C27H23O8,positive,1,['PEN']
C28H11O8,negative,1,['PEI']
C28H12O8,negative,1,['PEI']
C28H12O8,positive,1,['PEI']
C28H13O8,negative,1,['PEI']
C28H13O8,positive,1,['PEI']
C28H14O8,negative,1,['PEI']
C28H14O8,positive,1,['PEI']
C28H15O4,negative,1,['PEI']
C28H15O5,negative,1,['PEI']
C28H15O6,negative,1,['PEI']
C28H15O8,positive,1,['PEI']
C27H20O7,positive,1,['PEN']
C27H20O8,negative,1,['PEN']
C27H20O8,positive,1,['PEN']
C27H20O9,positive,1,['PEN']
C28H16O5,negative,1,['PEI']
C28H16O5,positive,1,['PEI']
C28H16O6,negative,1,['PEI']
C28H16O6,positive,1,['PEI']
C28H17N2O4,negative,1,['PI']
C28H17N2O4,positive,1,['PI']
C28H17N2O5,negative,1,['PI']
C28H17N2O5,positive,1,['PI']
C28H17O4,negative,1,['PEI']
C28H17O4,positive,1,['PEI']
C28H17O5,negative,1,['PEI']
C28H17O5,positive,1,['PEI']
C27H22O7,positive,1,['PEN']
C27H22O8,negative,1,['PEN']
C27H22O8,positive,1,['PEN']
C27H23O7,positive,1,['PEN']
C28H18N2O4,positive,1,['PI']
C28H18N2O5,negative,1,['PI']
C28H18N2O5,positive,1,['PI']
C28H18N3O4,negative,1,['Nomex']
C28H18O4,negative,1,['PEI']
C28H18O4,positive,1,['PEI']
C28H18O5,negative,1,['PEI']
C28H18O5,positive,1,['PEI']
C28H18O6,positive,1,['PEI']
C28H18O7,negative,1,['PEN']
C28H18O8,negative,1,['PEN']
C28H18O9,negative,1,['PEN']
C28H16N2O4,negative,1,['PI']
C28H16N2O5,negative,1,['PI']
C28H16O4,negative,1,['PEI']
C28H16O4,positive,1,['PEI']
C28H19N2O5,negative,1,['PI']
C28H19N2O5,positive,1,['PI']
C28H19N3O4,negative,1,['Nomex']
C28H19N3O4,positive,1,['Nomex']
C28H19N4O4,negative,1,['Nomex']
C28H19O4,positive,1,['PEI']
C28H19O5,positive,1,['PEI']
C28H19O6,negative,1,['PEN']
C28H19O7,negative,1,['PEN']
C28H19O7,positive,1,['PEN']
C28H19O8,negative,1,['PEN']
C28H19O8,positive,1,['PEN']
C28H19O9,negative,1,['PEN']
C28H17O6,negative,1,['PEI']
C28H17O6,positive,1,['PEI']
C28H18N2O4,negative,1,['PI']
C28H20N2O5,positive,1,['PI']
C28H20N3O4,negative,1,['Nomex']
C28H20N3O4,positive,1,['Nomex']
C28H20N4O4,negative,1,['Nomex']
C28H20N4O4,positive,1,['Nomex']
C28H20O6,negative,1,['PEN']
C28H20O6,positive,1,['PEN']
C28H20O7,negative,1,['PEN']
C28H20O7,positive,1,['PEN']
C28H20O8,negative,1,['PEN']
C28H20O8,positive,1,['PEN']
C28H20O9,negative,1,['PEN']
C28H20O9,positive,1,['PEN']
C28H21N3O4,negative,1,['Nomex']
C28H19N2O4,negative,1,['PI']
C28H19N2O4,positive,1,['PI']
C28H21N4O4,positive,1,['Nomex']
C28H21O6,negative,1,['PEN']
C28H21O6,positive,1,['PEN']
C28H21O7,negative,1,['PEN']
C28H21O7,positive,1,['PEN']
C28H21O8,negative,1,['PEN']
C28H21O8,positive,1,['PEN']
C28H21O9,negative,1,['PEN']
C28H21O9,positive,1,['PEN']
C28H22N3O4,positive,1,['Nomex']
C28H22N4O4,negative,1,['Nomex']
C28H22N4O4,positive,1,['Nomex']
C28H22O6,positive,1,['PEN']
C28H22O7,negative,1,['PEN']
C28H19O9,positive,1,['PEN']
C28H20N2O4,positive,1,['PI']
C28H22O8,positive,1,['PEN']
C28H22O9,negative,1,['PEN']
C28H22O9,positive,1,['PEN']
C28H23N4O4,positive,1,['Nomex']
C28H23O7,negative,1,['PEN']
C28H23O7,positive,1,['PEN']
C28H23O8,negative,1,['PEN']
C28H23O8,positive,1,['PEN']
C28H23O9,positive,1,['PEN']
C28H24O7,positive,1,['PEN']
C28H24O8,negative,1,['PEN']
C28H24O8,positive,1,['PEN']
C28H25O8,positive,1,['PEN']
C29H13O8,negative,1,['PEI']
C28H21N3O4,positive,1,['Nomex']
C28H21N4O4,negative,1,['Nomex']
C29H14O8,positive,1,['PEI']
C29H15O8,negative,1,['PEI']
C29H15O8,positive,1,['PEI']
C29H18O4,negative,1,['PEI']
C29H18O5,negative,1,['PEI']
C29H18O6,negative,1,['PEI']
C29H19O4,negative,1,['PEI']
C29H19O4,positive,1,['PEI']
C29H19O5,negative,1,['PEI']
C29H19O5,positive,1,['PEI']
C29H19O6,negative,1,['PEI']
C29H19O6,positive,1,['PEI']
C29H20O4,negative,1,['PEI']
C29H20O4,positive,1,['PEI']
C28H22O7,positive,1,['PEN']
C28H22O8,negative,1,['PEN']
C29H20O6,negative,1,['PEI']
C29H20O6,positive,1,['PEI']
C29H20O7,negative,1,['PEN']
C29H20O8,negative,1,['PEN']
C29H20O9,negative,1,['PEN']
C29H21O10,negative,1,['PEN']
C29H21O4,negative,1,['PEI']
C29H21O4,positive,1,['PEI']
C29H21O5,negative,1,['PEI']
C29H21O5,positive,1,['PEI']
C29H21O6,negative,1,['PEI']
C29H21O6,positive,1,['PEI']
C29H21O7,negative,1,['PEN']
C29H21O7,positive,1,['PEN']
C29H13O8,positive,1,['PEI']
C29H14O8,negative,1,['PEI']
C29H21O9,negative,1,['PEN']
C29H21O9,positive,1,['PEN']
C29H22O10,negative,1,['PEN']
C29H22O10,positive,1,['PEN']
C29H22O4,positive,1,['PEI']
C29H22O5,positive,1,['PEI']
C29H22O6,negative,1,['PEN']
C29H22O6,positive,1,['PEI']
C29H22O7,negative,1,['PEN']
C29H22O7,positive,1,['PEN']
C29H22O8,negative,1,['PEN']
C29H22O8,positive,1,['PEN']
C29H22O9,negative,1,['PEN']
C29H22O9,positive,1,['PEN']
C29H20O5,negative,1,['PEI']
C29H20O5,positive,1,['PEI']
C29H23O6,negative,1,['PEN']
C29H23O6,positive,1,['PEN']
C29H23O7,negative,1,['PEN']
C29H23O7,positive,1,['PEN']
C29H23O8,negative,1,['PEN']
C29H23O8,positive,1,['PEN']
C29H23O9,negative,1,['PEN']
C29H23O9,positive,1,['PEN']
C29H24O10,negative,1,['PEN']
C29H24O10,positive,1,['PEN']
C29H24O6,positive,1,['PEN']
C29H24O7,negative,1,['PEN']
C29H24O7,positive,1,['PEN']
C29H24O8,negative,1,['PEN']
C29H21O8,negative,1,['PEN']
C29H21O8,positive,1,['PEN']
C14H13O3,negative,1,['PEN']
C14H13O3,positive,1,['PEN']
C14H13O4,negative,1,['PEN']
C14H13O4,positive,1,['PEN']
C14H13O6,negative,1,['PET']
C14H13O6,positive,1,['PET']
C14H13O7,negative,1,['PET']
C14H13O7,positive,1,['PET']
C14H13O8,negative,1,['PET']
C14H14N3O2,positive,1,['Nomex']
C14H14N4O2,positive,1,['Nomex']
C14H14O3,positive,1,['PEN']
C14H14O4,positive,1,['PEN']
C14H14O5,negative,1,['PET']
C14H12N4O2,negative,1,['Nomex']
C29H23O10,positive,1,['PEN']
C2H2F5,positive,1,['PTFE']
C2H2N2O2,negative,1,['Nomex']
C29H24O8,positive,1,['PEN']
C29H24O9,negative,1,['PEN']
C29H24O9,positive,1,['PEN']
C29H25O10,positive,1,['PEN']
C29H25O7,negative,1,['PEN']
C29H25O7,positive,1,['PEN']
C29H25O8,negative,1,['PEN']
C29H25O8,positive,1,['PEN']
C29H25O9,positive,1,['PEN']
C29H26O7,positive,1,['PEN']
C29H26O8,negative,1,['PEN']
C29H26O8,positive,1,['PEN']
C29H27O8,positive,1,['PEN']
C29H23O10,negative,1,['PEN']
C14H12N4O2,positive,1,['Nomex']
C14H12NO2,positive,1,['Nomex']
C14H12O2,positive,1,['PEN']
C14H12O3,negative,1,['PEN']
C14H12O3,positive,1,['PEN']
C14H12O4,negative,1,['PEN']
C14H12O4,positive,1,['PEN']
C14H12O5,negative,1,['PEN']
C14H12O5,positive,1,['PEN']
C14H12O6,negative,1,['PET']
C14H12O7,negative,1,['PET']
C14H13N2O2,positive,1,['Nomex']
C14H13N3O2,negative,1,['Nomex']
C14H13N3O2,positive,1,['Nomex']
C14H13N4O2,negative,1,['Nomex']
C14H11N4O2,negative,1,['Nomex']
C14H11O3,positive,1,['PEN']
C14H11O4,negative,1,['PEN']
C14H11O4,positive,1,['PEN']
C14H11O5,negative,1,['PEN']
C14H11O5,positive,1,['PEN']
C14H12N2O2,negative,1,['Nomex']
C14H12N2O2,positive,1,['Nomex']
C14H12N3O2,negative,1,['Nomex']
C14H12N3O2,positive,1,['Nomex']
C14H10N3O2,positive,1,['Nomex']
C2H2NO2,negative,1,['Nomex']
C2H2NO2,positive,1,['Nomex']
C2H2O,negative,1,['EVA']
C2H2O,positive,1,['EVA']
C2H3F,negative,1,['PVDF']
C2H3F,positive,1,['PVDF']
C2H5F,positive,1,['PVDF']
C2H5F2,positive,1,['PVDF']
C2H3N2O2,negative,1,['Nomex']
C2H3N2O2,positive,1,['Nomex']
C2H3NO2,negative,1,['Nomex']
C2H3NO2,positive,1,['Nomex']
C2H3S,positive,1,['PPS']
C2H4F,negative,1,['PVDF']
C2H4F,positive,1,['PVDF']
C2H2N2O2,positive,1,['Nomex']
C14H11N4O2,positive,1,['Nomex']
C14H11NO2,negative,1,['Nomex']
C14H11NO2,positive,1,['Nomex']
C14H11O2,negative,1,['PEN']
C14H11O2,positive,1,['PEN']
C14H11O3,negative,1,['PEN']
C14H10NO2,negative,1,['Nomex']
C14H10NO2,positive,1,['Nomex']
C14H10O2,negative,1,['PEN']
C14H10O3,negative,1,['PEN']
C14H10O4,negative,1,['PEN']
C14H10O5,negative,1,['PEN']
C14H10O5,positive,1,['PEN']
C14H11N2O2,negative,1,['Nomex']
C14H11N2O2,positive,1,['Nomex']
C14H11N3O2,negative,1,['Nomex']
C14H11N3O2,positive,1,['Nomex']
C13H9N4O,negative,1,['Nomex']
C2H4F2,positive,1,['PVDF']
C2H4N2O2,positive,1,['Nomex']
C2H4NO2,positive,1,['Nomex']
C2H5F,negative,1,['PVDF']
C2H8OSi,negative,1,['PDMS']
C2H5OSi,negative,1,['PDMS']
C2H5OSi,positive,1,['PDMS']
C2H5S,positive,1,['PPS']
C2H5Si,negative,1,['PDMS']
C2H5Si,positive,1,['PDMS']
C2H4F2,negative,1,['PVDF']
C13H9NO,negative,1,['Nomex']
C13H9NO,positive,1,['Nomex']
C13H9O5,negative,1,['PEN']
C13H9O5,positive,1,['PEN']
C14H10N2O2,negative,1,['Nomex']
C14H10N2O2,positive,1,['Nomex']
C14H10N3O2,negative,1,['Nomex']
C13H8NO,negative,1,['Nomex']
C14H10N4O2,negative,1,['Nomex']
C13H9N2O,positive,1,['Nomex']
C13H9N3O,negative,1,['Nomex']
C13H9N3O,positive,1,['Nomex']
C13H7N2O,negative,1,['Nomex']
C2H6OSi,positive,1,['PDMS']
C2H6Si,negative,1,['PDMS']
C2H6Si,positive,1,['PDMS']
C2H7O2Si2,negative,1,['PDMS']
C2H7O2Si2,positive,1,['PDMS']
C2H7OSi,negative,1,['PDMS']
C2H7OSi,positive,1,['PDMS']
C2H7OSi2,positive,1,['PDMS']
C2H7Si,negative,1,['PDMS']
C2H7Si,positive,1,['PDMS']
C2H8O2Si2,negative,1,['PDMS']
C2H8O2Si2,positive,1,['PDMS']
C13H8N2O,positive,1,['Nomex']
C13H8N3O,negative,1,['Nomex']
C13H5O5,negative,1,['PEN']
C2H9O2Si2,negative,1,['PDMS']
C2H9O2Si2,positive,1,['PDMS']
C2HF5,negative,1,['PTFE']
C2HF5,positive,1,['PTFE']
C2HN2O2,negative,1,['Nomex']
C2HN2O2,positive,1,['Nomex']
C2HNO2,negative,1,['Nomex']
C2HNO2,positive,1,['Nomex']
C2H6OSi,negative,1,['PDMS']
C13H8NO,positive,1,['Nomex']
C13H8O5,negative,1,['PEN']
C13H8O5,positive,1,['PEN']
C13H9N2O,negative,1,['Nomex']
C30H14O9,negative,1,['PEI']
C30H15N2O7,negative,1,['PI']
C30H15N2O7,positive,1,['PI']
C30H15N3O6,negative,1,['PI']
C2N2O2,negative,1,['Nomex']
C2NO2,negative,1,['Nomex']
C2NO2,positive,1,['Nomex']
C2O2,positive,1,['Nomex']
C30H13N2O7,negative,1,['PI']
C30H13N3O6,negative,1,['PI']
C2H8OSi,positive,1,['PDMS']
C13H7NO,negative,1,['Nomex']
C13H7NO,positive,1,['Nomex']
C13H7O5,negative,1,['PEN']
C13H7O5,positive,1,['PEN']
C13H8N2O,negative,1,['Nomex']
C30H16N2O7,positive,1,['PI']
C30H16N3O6,negative,1,['PI']
C30H16N3O6,positive,1,['PI']
C30H16N3O7,negative,1,['PI']
C30H13N3O7,negative,1,['PI']
C30H13N4O7,negative,1,['PI']
C30H14N2O7,negative,1,['PI']
C30H14N2O7,positive,1,['PI']
C30H14N3O6,negative,1,['PI']
C30H14N3O6,positive,1,['PI']
C30H14N3O7,negative,1,['PI']
C30H14N3O7,positive,1,['PI']
C30H14N4O7,negative,1,['PI']
C30H14N4O7,positive,1,['PI']
C30H14O7,negative,1,['PEI']
C30H14O8,negative,1,['PEI']
C30H17N3O7,positive,1,['PI']
C30H17N4O7,positive,1,['PI']
C30H17O7,negative,1,['PEI']
C30H17O7,positive,1,['PEI']
C30H15N3O6,positive,1,['PI']
C30H15N3O7,negative,1,['PI']
C30H15N3O7,positive,1,['PI']
C30H15N4O7,negative,1,['PI']
C30H15N4O7,positive,1,['PI']
C30H15O7,negative,1,['PEI']
C30H15O7,positive,1,['PEI']
C30H15O8,negative,1,['PEI']
C30H15O8,positive,1,['PEI']
C30H15O9,negative,1,['PEI']
C30H15O9,positive,1,['PEI']
C30H16N2O7,negative,1,['PI']
C30H23O7,negative,1,['PEN']
C30H23O7,positive,1,['PEN']
C30H23O8,negative,1,['PEN']
C30H23O8,positive,1,['PEN']
C30H16N3O7,positive,1,['PI']
C30H16N4O7,negative,1,['PI']
C30H16N4O7,positive,1,['PI']
C30H16O7,negative,1,['PEI']
C30H16O7,positive,1,['PEI']
C30H16O8,negative,1,['PEI']
C30H16O8,positive,1,['PEI']
C30H16O9,negative,1,['PEI']
C30H16O9,positive,1,['PEI']
C30H17N2O7,positive,1,['PI']
C30H17N3O6,positive,1,['PI']
C30H17N3O7,negative,1,['PI']
C30H25O2,negative,1,['PEI']
C30H25O3,negative,1,['PEI']
C30H25O8,negative,1,['PEN']
C30H25O8,positive,1,['PEN']
C30H17O8,negative,1,['PEI']
C30H17O8,positive,1,['PEI']
C30H17O9,negative,1,['PEI']
C30H17O9,positive,1,['PEI']
C30H18O7,positive,1,['PEI']
C30H18O8,negative,1,['PEI']
C30H18O8,positive,1,['PEI']
C30H18O9,positive,1,['PEI']
C30H22O7,negative,1,['PEN']
C30H22O8,negative,1,['PEN']
C30H22O9,negative,1,['PEN']
C30H23O10,negative,1,['PEN']
C30H26O9,positive,1,['PEN']
C30H27O,negative,1,['PEI']
C30H27O,positive,1,['PEI']
C30H27O10,positive,1,['PEN']
C30H23O9,negative,1,['PEN']
C30H23O9,positive,1,['PEN']
C30H24O10,negative,1,['PEN']
C30H24O10,positive,1,['PEN']
C30H24O7,positive,1,['PEN']
C30H24O8,negative,1,['PEN']
C30H24O8,positive,1,['PEN']
C30H24O9,negative,1,['PEN']
C30H24O9,positive,1,['PEN']
C30H25O,negative,1,['PEI']
C30H25O10,negative,1,['PEN']
C30H25O10,positive,1,['PEN']
C30H29O2,positive,1,['PEI']
C30H29O3,positive,1,['PEI']
C31H16N3O6,negative,1,['PI']
C31H16N3O7,negative,1,['PI']
C30H25O9,negative,1,['PEN']
C30H25O9,positive,1,['PEN']
C30H26O,negative,1,['PEI']
C30H26O,positive,1,['PEI']
C30H26O10,negative,1,['PEN']
C30H26O10,positive,1,['PEN']
C30H26O2,negative,1,['PEI']
C30H26O2,positive,1,['PEI']
C30H26O3,negative,1,['PEI']
C30H26O3,positive,1,['PEI']
C30H26O8,positive,1,['PEN']
C30H26O9,negative,1,['PEN']
C31H17O8,negative,1,['PEI']
C31H18N3O6,negative,1,['PI']
C31H18N3O6,positive,1,['PI']
C31H18N3O7,negative,1,['PI']
C30H27O2,negative,1,['PEI']
C30H27O2,positive,1,['PEI']
C30H27O3,negative,1,['PEI']
C30H27O3,positive,1,['PEI']
C30H27O9,positive,1,['PEN']
C30H28O,negative,1,['PEI']
C30H28O,positive,1,['PEI']
C30H28O2,negative,1,['PEI']
C30H28O2,positive,1,['PEI']
C30H28O3,negative,1,['PEI']
C30H28O3,positive,1,['PEI']
C30H29O,positive,1,['PEI']
C31H19N3O6,negative,1,['PI']
C31H19N3O6,positive,1,['PI']
C31H19N3O7,negative,1,['PI']
C31H19N3O7,positive,1,['PI']
C31H16N4O6,negative,1,['PI']
C31H16N4O7,negative,1,['PI']
C31H17N3O6,negative,1,['PI']
C31H17N3O6,positive,1,['PI']
C31H17N3O7,negative,1,['PI']
C31H17N3O7,positive,1,['PI']
C31H17N4O6,negative,1,['PI']
C31H17N4O6,positive,1,['PI']
C31H17N4O7,negative,1,['PI']
C31H17N4O7,positive,1,['PI']
C31H17O3,negative,1,['PEEK']
C31H17O7,negative,1,['PEI']
C31H19O8,positive,1,['PEI']
C31H20N3O6,positive,1,['PI']
C31H20N3O7,positive,1,['PI']
C31H20N4O6,positive,1,['PI']
C31H18N3O7,positive,1,['PI']
C31H18N4O6,negative,1,['PI']
C31H18N4O6,positive,1,['PI']
C31H18N4O7,negative,1,['PI']
C31H18N4O7,positive,1,['PI']
C31H18O3,negative,1,['PEEK']
C31H18O3,positive,1,['PEEK']
C31H18O4,negative,1,['PEEK']
C31H18O7,negative,1,['PEI']
C31H18O7,positive,1,['PEI']
C31H18O8,negative,1,['PEI']
C31H18O8,positive,1,['PEI']
C31H20O8,positive,1,['PEI']
C31H21O3,positive,1,['PEEK']
C31H21O4,positive,1,['PEEK']
C31H21O5,positive,1,['PEEK']
C31H19N4O6,negative,1,['PI']
C31H19N4O6,positive,1,['PI']
C31H19N4O7,negative,1,['PI']
C31H19N4O7,positive,1,['PI']
C31H19O3,negative,1,['PEEK']
C31H19O3,positive,1,['PEEK']
C31H19O4,negative,1,['PEEK']
C31H19O4,positive,1,['PEEK']
C31H19O5,negative,1,['PEEK']
C31H19O7,negative,1,['PEI']
C31H19O7,positive,1,['PEI']
C31H19O8,negative,1,['PEI']
C13H6NO,negative,1,['Nomex']
C13H6O2,positive,1,['PEEK']
C13H6O4,positive,1,['PEN']
C13H6O5,negative,1,['PEN']
C13H6O5,positive,1,['PEN']
C13H6O6,positive,1,['PEN']
C13H16O6,negative,1,['PET']
C31H20O3,negative,1,['PEEK']
C31H20O3,positive,1,['PEEK']
C31H20O4,negative,1,['PEEK']
C31H20O4,positive,1,['PEEK']
C31H20O5,negative,1,['PEEK']
C31H20O5,positive,1,['PEEK']
C31H20O7,negative,1,['PEI']
C31H20O7,positive,1,['PEI']
C31H20O8,negative,1,['PEI']
C31H21O6,negative,1,['PEI']
C31H21O7,positive,1,['PEI']
C31H21O8,positive,1,['PEI']
C31H22O4,negative,1,['PEI']
C31H22O6,negative,1,['PEI']
C31H22O6,positive,1,['PEI']
C31H23O4,negative,1,['PEI']
C31H23O4,positive,1,['PEI']
C31H23O5,negative,1,['PEI']
C31H23O6,negative,1,['PEI']
C31H23O6,positive,1,['PEI']
C31H24O4,negative,1,['PEI']
C31H20N4O7,positive,1,['PI']
C13H5O5,positive,1,['PEN']
C13H5O6,negative,1,['PEN']
C13H5O6,positive,1,['PEN']
C31H24O4,positive,1,['PEI']
C31H24O5,negative,1,['PEI']
C31H24O5,positive,1,['PEI']
C31H24O6,negative,1,['PEI']
C31H24O6,positive,1,['PEI']
C31H24O8,negative,1,['PEN']
C31H24O9,negative,1,['PEN']
C31H25O10,negative,1,['PEN']
C31H25O4,positive,1,['PEI']
C31H25O5,positive,1,['PEI']
C31H25O6,positive,1,['PEI']
C31H25O8,negative,1,['PEN']
C31H25O8,positive,1,['PEN']
C31H25O9,negative,1,['PEN']
C31H25O9,positive,1,['PEN']
C31H26O10,negative,1,['PEN']
C31H26O10,positive,1,['PEN']
C31H26O8,positive,1,['PEN']
C31H26O9,negative,1,['PEN']
C31H26O9,positive,1,['PEN']
C31H27O10,negative,1,['PEN']
C31H27O10,positive,1,['PEN']
C31H27O9,negative,1,['PEN']
C31H27O9,positive,1,['PEN']
C31H28O10,negative,1,['PEN']
C31H28O10,positive,1,['PEN']
C31H28O9,positive,1,['PEN']
C31H29O10,positive,1,['PEN']
C32H17O3,negative,1,['PEEK']
C32H17O4,negative,1,['PEEK']
C32H17O8,negative,1,['PEI']
C32H18O3,negative,1,['PEEK']
C32H18O3,positive,1,['PEEK']
C32H18O4,negative,1,['PEEK']
C32H18O4,positive,1,['PEEK']
C32H18O5,negative,1,['PEEK']
C32H18O8,negative,1,['PEI']
C32H18O8,positive,1,['PEI']
C32H19N4O7,negative,1,['PI']
C32H19O3,negative,1,['PEEK']
C32H19O3,positive,1,['PEEK']
C32H19O4,negative,1,['PEEK']
C32H19O4,positive,1,['PEEK']
C32H19O5,negative,1,['PEEK']
C32H19O5,positive,1,['PEEK']
C32H19O6,negative,1,['PEEK']
C32H19O8,negative,1,['PEI']
C32H19O8,positive,1,['PEI']
C32H20N4O7,negative,1,['PI']
C32H20N4O7,positive,1,['PI']
C32H20O3,negative,1,['PEEK']
C32H20O3,positive,1,['PEEK']
C32H20O4,negative,1,['PEEK']
C32H20O4,positive,1,['PEEK']
C32H20O5,negative,1,['PEEK']
C32H20O5,positive,1,['PEEK']
C32H20O6,negative,1,['PEEK']
C32H20O6,positive,1,['PEEK']
C32H20O8,negative,1,['PEI']
C32H20O8,positive,1,['PEI']
C32H21N4O7,negative,1,['PI']
C32H21N4O7,positive,1,['PI']
C32H21O3,positive,1,['PEEK']
C32H21O4,negative,1,['PEEK']
C32H21O4,positive,1,['PEEK']
C32H21O5,negative,1,['PEEK']
C32H21O5,positive,1,['PEEK']
C32H21O6,negative,1,['PEEK']
C32H21O6,positive,1,['PEEK']
C32H21O8,positive,1,['PEI']
C32H22N4O7,negative,1,['PI']
C32H22N4O7,positive,1,['PI']
C32H22O4,positive,1,['PEEK']
C32H22O5,negative,1,['PEEK']
C32H22O5,positive,1,['PEEK']
C32H22O6,negative,1,['PEEK']
C32H22O6,positive,1,['PEEK']
C32H23N4O7,positive,1,['PI']
C32H23O5,positive,1,['PEEK']
C32H23O6,positive,1,['PEEK']
C32H24O4,negative,1,['PEI']
C32H24O5,negative,1,['PEI']
C32H24O6,negative,1,['PEI']
C32H25O4,negative,1,['PEI']
C32H25O4,positive,1,['PEI']
C32H25O5,negative,1,['PEI']
C32H25O5,positive,1,['PEI']
C32H25O6,negative,1,['PEI']
C32H25O6,positive,1,['PEI']
C32H26O4,negative,1,['PEI']
C32H26O4,positive,1,['PEI']
C32H26O5,negative,1,['PEI']
C32H26O5,positive,1,['PEI']
C32H26O6,negative,1,['PEI']
C32H26O6,positive,1,['PEI']
C32H26O9,negative,1,['PEN']
C32H27O10,negative,1,['PEN']
C32H27O4,negative,1,['PEI']
C32H27O4,positive,1,['PEI']
C32H27O5,negative,1,['PEI']
C32H27O5,positive,1,['PEI']
C32H27O6,negative,1,['PEI']
C32H27O6,positive,1,['PEI']
C32H27O9,negative,1,['PEN']
C32H27O9,positive,1,['PEN']
C32H28O10,negative,1,['PEN']
C32H28O10,positive,1,['PEN']
C32H28O4,positive,1,['PEI']
C32H28O5,positive,1,['PEI']
C32H28O6,positive,1,['PEI']
C32H28O9,negative,1,['PEN']
C32H28O9,positive,1,['PEN']
C32H29O10,negative,1,['PEN']
C32H29O10,positive,1,['PEN']
C32H29O9,negative,1,['PEN']
C32H29O9,positive,1,['PEN']
C32H30O10,negative,1,['PEN']
C32H30O10,positive,1,['PEN']
C32H30O9,positive,1,['PEN']
C32H31O10,positive,1,['PEN']
C33H17N2O5,negative,1,['PI']
C33H17NO5,negative,1,['PI']
C33H18N2O5,negative,1,['PI']
C33H18N2O5,positive,1,['PI']
C33H18NO5,negative,1,['PI']
C33H18NO5,positive,1,['PI']
C33H19N2O5,negative,1,['PI']
C33H19N2O5,positive,1,['PI']
C33H19NO5,negative,1,['PI']
C33H19NO5,positive,1,['PI']
C33H20N2O5,negative,1,['PI']
C33H20N2O5,positive,1,['PI']
