spectrum_id,material,source_file,ion_mode,mz,intensity,centroid_peak_count,peak_category,category_label,included_in_main_eval,matched,matched_formula,matched_mass_error_da,matched_mass_error_ppm,matched_formula_score,network_has_match,best_match_rank,matched_formula,error_category
PEEK_-PEEK-1,PEEK,data/PEEK/-PEEK-1.txt,negative,1.008382321545113,2037.9675759666632,53,low_mass_background,below_min_main_mz,False,False,,,,,False,0,,missing
PEEK_-PEEK-1,PEEK,data/PEEK/-PEEK-1.txt,negative,13.007507718580568,167.49474359044012,32,low_mass_background,below_min_main_mz,False,False,,,,,False,0,,missing
PEEK_-PEEK-1,PEEK,data/PEEK/-PEEK-1.txt,negative,15.994814095991572,53.632763051379705,17,contaminant,O-,False,False,,,,,False,0,,missing
PEEK_-PEEK-1,PEEK,data/PEEK/-PEEK-1.txt,negative,17.00239019444317,82.63619126267922,22,contaminant,OH-,False,False,,,,,False,0,,missing
PEEK_-PEEK-1,PEEK,data/PEEK/-PEEK-1.txt,negative,23.99955310567469,69.62257077816594,20,low_mass_background,below_min_main_mz,False,False,,,,,True,98,C2,rank_51_100
PEEK_-PEEK-1,PEEK,data/PEEK/-PEEK-1.txt,negative,25.008505109703783,639.6409342554914,50,structural_candidate,,True,True,C2H,0.0006800774737847,27.194587010595814,0.6580000000000001,True,40,C2H,rank_1_50
PEEK_-PEEK-1,PEEK,data/PEEK/-PEEK-1.txt,negative,41.00337889295776,98.45295853005254,26,structural_candidate,,True,True,C2HO,0.0006392411577564,15.590206000501354,0.8800000000000001,True,17,C2HO,rank_1_50
PEEK_-PEEK-1,PEEK,data/PEEK/-PEEK-1.txt,negative,49.0086005714118,245.22169280836243,41,structural_candidate,,True,True,C4H,0.0007755391817951,15.824803106139647,0.6580000000000001,True,44,C4H,rank_1_50
PEEK_-PEEK-1,PEEK,data/PEEK/-PEEK-1.txt,negative,71.01457795990537,27.90026132640809,10,structural_candidate,,True,False,,,,,False,0,,missing
PEEK_-PEEK-1,PEEK,data/PEEK/-PEEK-1.txt,negative,73.00843534710967,102.90447188703745,29,structural_candidate,,True,True,C6H,0.0006103148796654,8.359581721493868,0.6580000000000001,True,48,C6H,rank_1_50
PEI_+PEI-1,PEI,data/PEI/+PEI-1.txt,positive,22.98921041991672,324.7261984820828,15,contaminant,Na+,False,False,,,,,False,0,,missing
PEI_+PEI-1,PEI,data/PEI/+PEI-1.txt,positive,27.02236373073675,1325.1128830819482,35,low_mass_feature,C2H3+,True,True,C2H3,-0.0011113659532497,-41.12594510044767,0.6580000000000001,True,77,C2H3,rank_51_100
PEI_+PEI-1,PEI,data/PEI/+PEI-1.txt,positive,29.03875342951208,1468.5152272072246,37,low_mass_feature,C2H5+,True,True,C2H5,-0.0003717316379194,-12.801061872786809,0.6580000000000001,True,78,C2H5,rank_51_100
