spectrum_key,material,polarity,compound_id,formula,raw_formula,mz,intensity,network_score,generation_type,matched_ion_mode,network_path
EVA_pos,EVA,pos,EVA,C7H11,C_7H_11+,95.0896,261251.0,0.22,carbon_cluster,positive,carbon cluster C7 H0-16 | positive ion formula
EVA_pos,EVA,pos,EVA,C9H7,C_9H_7+,115.0472,258712.0,0.22,carbon_cluster,positive,carbon cluster C9 H0-20 | positive ion formula
EVA_pos,EVA,pos,EVA,C8H9,C_8H_9+,105.0684,223361.0,0.22,carbon_cluster,positive,carbon cluster C8 H0-18 | positive ion formula
EVA_pos,EVA,pos,EVA,C6H8O3,C_6H_8O_3+,128.051,221914.0,0.22,neutral_loss,neutral,break 2 bond(s) + 1×repeat | H shift +1 | -CH3
EVA_pos,EVA,pos,EVA,C6H11,C_6H_11+,83.0908,221312.0,0.22,carbon_cluster,positive,carbon cluster C6 H0-14 | positive ion formula
EVA_pos,EVA,pos,EVA,C5H5,C_5H_5+,65.0367,184089.0,0.22,carbon_cluster,positive,carbon cluster C5 H0-12 | positive ion formula
EVA_pos,EVA,pos,EVA,C7H9,C_7H_9+,93.0694,174775.0,0.22,carbon_cluster,positive,carbon cluster C7 H0-16 | positive ion formula
EVA_pos,EVA,pos,EVA,C5H11,C_5H_11+,71.0903,172256.0,0.6,neutral_loss,neutral,M | H shift -1 | -CO2
EVA_pos,EVA,pos,EVA,C9H9,C_9H_9+,117.0658,162369.0,0.22,carbon_cluster,positive,carbon cluster C9 H0-20 | positive ion formula
EVA_pos,EVA,pos,EVA,C7H9O3,C_7H_9O_3+,141.058,157946.0,0.37,adduct,negative,break 2 bond(s) + 1×repeat | -H
EVA_pos,EVA,pos,EVA,C6H9O3,C_6H_9O_3+,129.0615,154646.0,0.22,neutral_loss,neutral,break 2 bond(s) + 1×repeat | H shift -1 | -CO | ; | break 2 bond(s) + 1×repeat | H shift +2 | -CH3
EVA_pos,EVA,pos,EVA,C9H9O3,C_9H_9O_3+,165.0553,154461.0,0.22,carbon_cluster,positive,carbon cluster C9 H0-20 O3 | positive ion formula
EVA_pos,EVA,pos,EVA,C4H8,C_4H_8+,56.0599,138652.0,0.6,adduct,negative,break 1 bond(s) | -H | ; | break 2 bond(s) | -H | ; | break 2 bond(s) | -H
EVA_pos,EVA,pos,EVA,C4H3,C_4H_3+,51.0214,138220.0,0.22,carbon_cluster,positive,carbon cluster C4 H0-10 | positive ion formula
EVA_pos,EVA,pos,EVA,C7H13,C_7H_13+,97.1083,136084.0,0.32,neutral_loss,neutral,break 1 bond(s) + 1×repeat | H shift -2 | -CO2 | ; | break 2 bond(s) + 1×repeat | H shift -2 | -CO2 | ; | break 2 bond(s) + 1×repeat | H shift -1 | -CO2
EVA_pos,EVA,pos,EVA,C4H6,C_4H_6+,54.0449,121359.0,0.5,adduct,negative,break 1 bond(s) | H shift -2 | -H | ; | break 2 bond(s) | H shift -2 | -H | ; | break 2 bond(s) | H shift -2 | -H
EVA_pos,EVA,pos,EVA,C8H13,C_8H_13+,109.1042,117583.0,0.22,carbon_cluster,positive,carbon cluster C8 H0-18 | positive ion formula
EVA_pos,EVA,pos,EVA,C3H6,C_3H_6+,42.0435,115184.0,0.5,neutral_loss,neutral,break 1 bond(s) | -CH3 | ; | break 2 bond(s) | H shift -1 | -CO2 | ; | break 2 bond(s) | H shift +2 | -H2
EVA_pos,EVA,pos,EVA,C10H11,C_10H_11+,131.0831,110319.0,0.22,carbon_cluster,positive,carbon cluster C10 H0-22 | positive ion formula
EVA_pos,EVA,pos,EVA,C8H8O3,C_8H_8O_3+,152.046,109740.0,0.22,carbon_cluster,positive,carbon cluster C8 H0-18 O3 | positive ion formula
EVA_pos,EVA,pos,EVA,C6H6,C_6H_6+,78.0428,105484.0,0.22,carbon_cluster,positive,carbon cluster C6 H0-14 | positive ion formula
EVA_pos,EVA,pos,EVA,C10H10O3,C_10H_10O_3+,178.055,101429.0,0.22,carbon_cluster,positive,carbon cluster C10 H0-22 O3 | positive ion formula
EVA_pos,EVA,pos,EVA,C8H7,C_8H_7+,103.0483,99909.0,0.22,carbon_cluster,positive,carbon cluster C8 H0-18 | positive ion formula
EVA_pos,EVA,pos,EVA,C13H17,C_13H_17+,173.1329,99772.0,0.22,carbon_cluster,positive,carbon cluster C13 H0-28 | positive ion formula
EVA_pos,EVA,pos,EVA,C8H9O3,C_8H_9O_3+,153.0491,99205.0,0.32,neutral_loss,neutral,break 1 bond(s) + 1×repeat | H shift -2 | -H2O | ; | break 1 bond(s) + 1×repeat | H shift -2 | -H2 | ; | break 2 bond(s) + 1×repeat | H shift -2 | -H2O
EVA_pos,EVA,pos,EVA,C5HO,C_5HO+,76.9963,98894.0,0.22,carbon_cluster,positive,carbon cluster C5 H0-12 O1 | positive ion formula
EVA_pos,EVA,pos,EVA,C5H8,C_5H_8+,68.0605,96908.0,0.22,carbon_cluster,positive,carbon cluster C5 H0-12 | positive ion formula
EVA_pos,EVA,pos,EVA,C8H11,C_8H_11+,107.0857,95481.0,0.22,carbon_cluster,positive,carbon cluster C8 H0-18 | positive ion formula
EVA_pos,EVA,pos,EVA,C10H13,C_10H_13+,133.1004,93948.0,0.22,carbon_cluster,positive,carbon cluster C10 H0-22 | positive ion formula
EVA_pos,EVA,pos,EVA,C5H3,C_5H_3+,63.0205,89888.0,0.22,carbon_cluster,positive,carbon cluster C5 H0-12 | positive ion formula
EVA_pos,EVA,pos,EVA,C8H11O3,C_8H_11O_3+,155.0764,88737.0,0.4699999999999999,adduct,negative,break 1 bond(s) + 1×repeat | H shift -1 | -H | ; | break 2 bond(s) + 1×repeat | H shift -1 | -H | ; | break 2 bond(s) + 1×repeat | H shift -2 | -H
EVA_pos,EVA,pos,EVA,C2HO,C_2HO+,41.0077,83957.0,0.5499999999999999,adduct,negative,break 1 bond(s) | H shift -1 | -H | ; | break 2 bond(s) | H shift -1 | -H | ; | break 2 bond(s) | H shift -2 | -H
EVA_pos,EVA,pos,EVA,C7H8,C_7H_8+,92.0571,83549.0,0.22,carbon_cluster,positive,carbon cluster C7 H0-16 | positive ion formula
EVA_pos,EVA,pos,EVA,C11H11,C_11H_11+,143.0797,80623.0,0.22,carbon_cluster,positive,carbon cluster C11 H0-24 | positive ion formula
EVA_pos,EVA,pos,EVA,C9H8,C_9H_8+,116.0528,78738.0,0.22,carbon_cluster,positive,carbon cluster C9 H0-20 | positive ion formula
EVA_pos,EVA,pos,EVA,C6H13,C_6H_13+,85.1076,77745.0,0.22,carbon_cluster,positive,carbon cluster C6 H0-14 | positive ion formula
EVA_pos,EVA,pos,EVA,C6H7O3,C_6H_7O_3+,127.0415,76631.0,0.2699999999999999,neutral_loss,neutral,break 2 bond(s) + 1×repeat | -CH3
EVA_pos,EVA,pos,EVA,C9H11,C_9H_11+,119.0844,76239.0,0.22,carbon_cluster,positive,carbon cluster C9 H0-20 | positive ion formula
EVA_pos,EVA,pos,EVA,C6H8,C_6H_8+,80.0596,74165.0,0.22,carbon_cluster,positive,carbon cluster C6 H0-14 | positive ion formula
EVA_pos,EVA,pos,EVA,C3H3O,C_3H_3O+,55.0194,70406.0,0.35,adduct,negative,break 2 bond(s) | H shift -2 | -H | ; | break 2 bond(s) | H shift -2 | -H
EVA_pos,EVA,pos,EVA,C11H9O3,C_11H_9O_3+,189.0447,68891.0,0.22,carbon_cluster,positive,carbon cluster C11 H0-24 O3 | positive ion formula
EVA_pos,EVA,pos,EVA,C5H10,C_5H_10+,70.0767,64908.0,0.55,neutral_loss,neutral,M | H shift -2 | -CO2
EVA_pos,EVA,pos,EVA,C10H11O3,C_10H_11O_3+,179.0681,64775.0,0.22,carbon_cluster,positive,carbon cluster C10 H0-22 O3 | positive ion formula
EVA_pos,EVA,pos,EVA,C5H6,C_5H_6+,66.0438,64622.0,0.22,carbon_cluster,positive,carbon cluster C5 H0-12 | positive ion formula
EVA_pos,EVA,pos,EVA,C7H10O3,C_7H_10O_3+,142.0644,63636.0,0.42,neutral_loss,neutral,break 1 bond(s) + 1×repeat | -CH3 | ; | break 2 bond(s) + 1×repeat | -CH3 | ; | break 2 bond(s) + 1×repeat | H shift -1 | -CH3
EVA_pos,EVA,pos,EVA,C12H10O3,C_12H_10O_3+,202.0519,63417.0,0.22,carbon_cluster,positive,carbon cluster C12 H0-26 O3 | positive ion formula
EVA_pos,EVA,pos,EVA,C9H11O3,C_9H_11O_3+,167.0698,63348.0,0.22,neutral_loss,neutral,break 2 bond(s) + 1×repeat | H shift -1 | -H2O | ; | break 2 bond(s) + 1×repeat | H shift -2 | -OH | ; | break 2 bond(s) + 1×repeat | H shift -1 | -H2O
EVA_pos,EVA,pos,EVA,C4H4,C_4H_4+,52.0285,62473.0,0.22,carbon_cluster,positive,carbon cluster C4 H0-10 | positive ion formula
EVA_pos,EVA,pos,EVA,C3H4,C_3H_4+,40.0288,61987.0,0.4,neutral_loss,neutral,break 1 bond(s) | H shift -2 | -CH3 | ; | break 2 bond(s) | -H2 | ; | break 2 bond(s) | H shift -1 | -OH
EVA_pos,EVA,pos,EVA,C6H10,C_6H_10+,82.0769,57238.0,0.22,carbon_cluster,positive,carbon cluster C6 H0-14 | positive ion formula
EVA_pos,EVA,pos,EVA,C11H11O3,C_11H_11O_3+,191.0609,55237.0,0.22,carbon_cluster,positive,carbon cluster C11 H0-24 O3 | positive ion formula
EVA_pos,EVA,pos,EVA,C7H7O3,C_7H_7O_3+,139.0427,53500.0,0.2699999999999999,adduct,negative,break 2 bond(s) + 1×repeat | H shift -2 | -H
EVA_pos,EVA,pos,EVA,C14H17,C_14H_17+,185.1244,52803.0,0.22,carbon_cluster,positive,carbon cluster C14 H0-30 | positive ion formula
EVA_pos,EVA,pos,EVA,C11H13,C_11H_13+,145.098,48808.0,0.22,carbon_cluster,positive,carbon cluster C11 H0-24 | positive ion formula
EVA_pos,EVA,pos,EVA,C9H15,C_9H_15+,123.1213,46669.0,0.22,carbon_cluster,positive,carbon cluster C9 H0-20 | positive ion formula
EVA_pos,EVA,pos,EVA,C9H13,C_9H_13+,121.1026,45377.0,0.22,carbon_cluster,positive,carbon cluster C9 H0-20 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,CH3O2Si,SiCH_3O_2-,74.9949,804993.08,0.28,adduct,negative,break 2 bond(s) | H shift -1 | O | ; | break 2 bond(s) | H shift -2 | OH | ; | break 2 bond(s) | H shift -1 | O
PDMS_neg,PDMS,neg,PDMS,CH3OSi,SiCH_3O-,58.9983,488504.91,0.45,adduct,negative,break 2 bond(s) | -H | ; | break 2 bond(s) | -H | ; | break 2 bond(s) | -H | ; | break 2 bond(s) | -H
PDMS_neg,PDMS,neg,PDMS,O2Si,SiO_2-,59.9685,379935.42,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C2H5OSi,SiC_2H_5O-,73.0157,322307.46,0.5499999999999999,adduct,negative,break 1 bond(s) | H shift -1 | -H | ; | break 1 bond(s) | H shift -1 | -H | ; | break 2 bond(s) | H shift -1 | -H
PDMS_neg,PDMS,neg,PDMS,HO2Si,SiHO_2-,60.9775,272335.33,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C2H7OSi,SiC_2H_7O-,75.0303,190562.54,0.6,fragment,neutral,break 1 bond(s) | ; | break 1 bond(s) | ; | break 2 bond(s) | ; | break 2 bond(s) | ; | break 2 bond(s)
PDMS_neg,PDMS,neg,PDMS,C5H15O4Si3,Si_3C_5H_15O_4-,223.039,189203.31,0.3,adduct,negative,break 1 bond(s) + 1×repeat | H shift -2 | O | ; | break 1 bond(s) + 1×repeat | H shift -2 | O | ; | break 1 bond(s) + 1×repeat | H shift -2 | O
PDMS_neg,PDMS,neg,PDMS,C3H9OSi,SiC_3H_9O-,89.052,168049.92,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C2H7O2Si,SiC_2H_7O_2-,91.0288,146096.5,0.48,adduct,negative,break 1 bond(s) | O | ; | break 1 bond(s) | H shift -1 | OH | ; | break 1 bond(s) | O
PDMS_neg,PDMS,neg,PDMS,CH2OSi,SiCH_2O-,57.9893,133996.91,0.4,neutral_loss,neutral,break 1 bond(s) | H shift -2 | -CH3 | ; | break 1 bond(s) | H shift -2 | -CH3 | ; | break 2 bond(s) | -H2
PDMS_neg,PDMS,neg,PDMS,C4HSi,SiC_4H-,76.9877,89689.24,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,CHO2Si2,Si_2CHO_2-,100.9548,63189.41,0.28,siloxane_fragment,positive,siloxane fragment Si2 C0-6 O0-4 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,CH3O2Si,^29SiCH_3O_2-,75.9935,56268.42,0.28,adduct,negative,break 2 bond(s) | H shift -1 | O | ; | break 2 bond(s) | H shift -2 | OH | ; | break 2 bond(s) | H shift -1 | O
PDMS_neg,PDMS,neg,PDMS,C4H13O4Si3,Si_3C_4H_13O_4-,209.0093,50735.4,0.28,siloxane_fragment,positive,siloxane fragment Si3 C0-8 O1-5 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C2H5Si,SiC_2H_5-,57.02,42011.47,0.5,neutral_loss,neutral,break 1 bond(s) | -H2O | ; | break 1 bond(s) | H shift -1 | -OH | ; | break 1 bond(s) | -H2O
PDMS_neg,PDMS,neg,PDMS,CHOSi,SiCHO-,56.9799,40695.9,0.35,adduct,negative,break 2 bond(s) | H shift -2 | -H | ; | break 2 bond(s) | H shift -2 | -H | ; | break 2 bond(s) | H shift -2 | -H
PDMS_neg,PDMS,neg,PDMS,CH3OSi,^29SiCH_3O-,59.9965,40218.89,0.45,adduct,negative,break 2 bond(s) | -H | ; | break 2 bond(s) | -H | ; | break 2 bond(s) | -H | ; | break 2 bond(s) | -H
PDMS_neg,PDMS,neg,PDMS,CH2O2Si,SiCH_2O_2-,73.9845,37869.53,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,CH5OSi,SiCH_5O-,61.0144,33408.59,0.45,adduct,positive,break 2 bond(s) | H | ; | break 2 bond(s) | H | ; | break 2 bond(s) | H | ; | break 2 bond(s) | H
PDMS_neg,PDMS,neg,PDMS,C6H17O3Si3,Si_3C_6H_17O_3-,221.0553,33371.88,0.5700000000000001,adduct,negative,M + 1×repeat | H shift -2 | -H | ; | break 1 bond(s) + 1×repeat | H shift -2 | O | ; | break 1 bond(s) + 1×repeat | H shift -2 | O
PDMS_neg,PDMS,neg,PDMS,C4H11O4Si3,Si_3C_4H_11O_4-,207.0028,31308.03,0.28,siloxane_fragment,positive,siloxane fragment Si3 C0-8 O1-5 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C4H13O3Si2,Si_2C_4H_13O_3-,165.0523,28631.63,0.58,adduct,negative,M | H shift -1 | O | ; | break 1 bond(s) + 1×repeat | H shift -1 | OH | ; | break 1 bond(s) + 1×repeat | O
PDMS_neg,PDMS,neg,PDMS,C2H3Si,SiC_2H_3-,55.0047,23508.41,0.4,neutral_loss,neutral,break 1 bond(s) | H shift -2 | -H2O | ; | break 1 bond(s) | H shift -2 | -H2O | ; | break 2 bond(s) | H shift -2 | -H2O
PDMS_neg,PDMS,neg,PDMS,C2H3OSi2,Si_2C_2H_3O-,98.9782,21052.64,0.28,siloxane_fragment,positive,siloxane fragment Si2 C0-6 O0-4 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C5H3O2Si3,Si_3C_5H_3O_2-,178.9424,20119.04,0.28,siloxane_fragment,positive,siloxane fragment Si3 C0-8 O1-5 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C2H5O4Si3,Si_3C_2H_5O_4-,176.9549,18601.16,0.28,siloxane_fragment,positive,siloxane fragment Si3 C0-8 O1-5 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C7H21O5Si4,Si_4C_7H_21O_5-,297.0592,17128.49,0.28,siloxane_fragment,positive,siloxane fragment Si4 C0-10 O2-6 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C3H3OSi,SiC_3H_3O-,82.997,17046.3,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C2HSi,SiC_2H-,52.9876,16741.07,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C2H8OSi,SiC_2H_8O-,76.0323,15780.12,0.6,adduct,positive,break 1 bond(s) | H | ; | break 1 bond(s) | H | ; | break 2 bond(s) | H | ; | break 2 bond(s) | H
PDMS_neg,PDMS,neg,PDMS,C3HSi,SiC_3H-,64.9887,15168.37,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C3H7OSi,SiC_3H_7O-,87.032,15025.91,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C6H17O4Si3,Si_3C_6H_17O_4-,237.0844,14817.12,0.28,siloxane_fragment,positive,siloxane fragment Si3 C0-8 O1-5 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C3H3Si,SiC_3H_3-,67.0046,14812.44,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C2H2Si,SiC_2H_2-,53.9949,13636.96,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C3H5OSi,SiC_3H_5O-,85.0145,13103.06,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C3H7O4Si3,Si_3C_3H_7O_4-,190.9715,13071.99,0.28,siloxane_fragment,positive,siloxane fragment Si3 C0-8 O1-5 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C2Si,SiC_2-,51.9789,11112.19,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,HO2Si,^30SiHO_2-,62.9761,11066.79,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C2H5OSi2,Si_2C_2H_5O-,100.9925,10070.55,0.3,neutral_loss,neutral,break 2 bond(s) | H shift -1 | -H2O | ; | break 2 bond(s) | H shift -2 | -CH3 | ; | break 2 bond(s) | H shift -2 | -OH
PDMS_neg,PDMS,neg,PDMS,CH6O2Si3,Si_3CH_6O_2-,133.9783,10005.02,0.28,siloxane_fragment,positive,siloxane fragment Si3 C0-8 O1-5 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C3H7Si,SiC_3H_7-,71.0369,9211.68,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C4H7OSi,SiC_4H_7O-,99.0314,8951.05,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C3H5Si,SiC_3H_5-,69.0216,8788.33,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C4H9OSi,SiC_4H_9O-,101.0501,7823.49,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C6H17O5Si4,Si_4C_6H_17O_5-,281.0167,7436.16,0.28,siloxane_fragment,positive,siloxane fragment Si4 C0-10 O2-6 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C5H19O4Si5,Si_5C_5H_19O_4-,283.0135,6770.79,0.28,siloxane_fragment,positive,siloxane fragment Si5 C0-12 O3-7 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C8H23O4Si4,Si_4C_8H_23O_4-,295.0778,6704.93,0.49,adduct,negative,M + 2×repeat | H shift -2 | -H | ; | break 1 bond(s) + 2×repeat | H shift -2 | O | ; | break 1 bond(s) + 2×repeat | H shift -2 | O
PDMS_neg,PDMS,neg,PDMS,C3H9O2Si,SiC_3H_9O_2-,105.044,6074.19,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,COSi,SiCO-,55.972,5652.81,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C7H19O6Si5,Si_5C_7H_19O_6-,338.984,5135.15,0.28,siloxane_fragment,positive,siloxane fragment Si5 C0-12 O3-7 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C6H15O4Si3,Si_3C_6H_15O_4-,235.0362,5015.4,0.28,siloxane_fragment,positive,siloxane fragment Si3 C0-8 O1-5 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C3H2Si,SiC_3H_2-,65.9948,4690.2,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C3H8OSi,SiC_3H_8O-,88.0393,4687.68,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C2H4Si,SiC_2H_4-,56.0086,4480.6,0.4499999999999999,neutral_loss,neutral,break 1 bond(s) | H shift -1 | -H2O | ; | break 1 bond(s) | H shift -2 | -OH | ; | break 1 bond(s) | H shift -1 | -H2O
PDMS_neg,PDMS,neg,PDMS,C4H5Si,SiC_4H_5-,81.0212,4069.02,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C2H5Si,^29SiC_2H_5-,58.0191,3994.15,0.5,neutral_loss,neutral,break 1 bond(s) | -H2O | ; | break 1 bond(s) | H shift -1 | -OH | ; | break 1 bond(s) | -H2O
PDMS_neg,PDMS,neg,PDMS,C4H7Si,SiC_4H_7-,83.0399,3816.65,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,CH6OSi,SiCH_6O-,62.0168,3657.2,0.4,neutral_loss,neutral,break 1 bond(s) | H shift +2 | -CH3 | ; | break 1 bond(s) | H shift +2 | -CH3 | ; | break 2 bond(s) | H shift +2 | -CH3
PDMS_neg,PDMS,neg,PDMS,OSi2,Si_2O-,71.9505,3127.45,0.28,siloxane_fragment,positive,siloxane fragment Si2 C0-6 O0-4 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C9H3O2Si4,Si_4C_9H_3O_2-,254.9388,2870.34,0.28,siloxane_fragment,positive,siloxane fragment Si4 C0-10 O2-6 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C9H27O6Si5,Si_5C_9H_27O_6-,371.0811,2834.22,0.14,adduct,negative,break 1 bond(s) + 3×repeat | H shift -2 | O | ; | break 1 bond(s) + 3×repeat | H shift -2 | O | ; | break 1 bond(s) + 3×repeat | H shift -2 | O
PDMS_neg,PDMS,neg,PDMS,C5H14O2Si2,Si_2C_5H_14O_2-,162.0563,2272.12,0.28,siloxane_fragment,positive,siloxane fragment Si2 C0-6 O0-4 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C3Si,SiC_3-,63.9769,2019.45,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C3H10O2Si3,Si_3C_3H_10O_2-,162.0068,1631.29,0.28,siloxane_fragment,positive,siloxane fragment Si3 C0-8 O1-5 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C4H15O5Si3,Si_3C_4H_15O_5-,227.0309,1427.23,0.28,siloxane_fragment,positive,siloxane fragment Si3 C0-8 O1-5 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C9H27O4Si4,Si_4C_9H_27O_4-,311.0831,1083.71,0.28,siloxane_fragment,positive,siloxane fragment Si4 C0-10 O2-6 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C3H7Si,^29SiC_3H_7-,72.0377,779.26,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_neg,PDMS,neg,PDMS,C3H9O2Si,^29SiC_3H_9O_2-,106.0438,575.24,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_pos,PDMS,pos,PDMS,C3H9Si,SiC_3H_9+,73.059,3416958.36,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_pos,PDMS,pos,PDMS,C5H15OSi2,Si_2C_5H_15O+,147.0633,935941.47,0.28,siloxane_fragment,positive,siloxane fragment Si2 C0-6 O0-4 | positive ion formula
PDMS_pos,PDMS,pos,PDMS,C2H7Si,SiC_2H_7+,59.0338,568295.16,0.45,adduct,positive,break 2 bond(s) | H | ; | break 2 bond(s) | H
PDMS_pos,PDMS,pos,PDMS,C3H10Si,SiC_3H_10+,74.0523,434463.48,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_pos,PDMS,pos,PDMS,C5H15O3Si3,Si_3C_5H_15O_3+,207.0119,350846.39,0.47,neutral_loss,neutral,M + 1×repeat | H shift -2 | -CH3 | ; | break 1 bond(s) + 1×repeat | -H2 | ; | break 1 bond(s) + 1×repeat | -H2
PDMS_pos,PDMS,pos,PDMS,C3H9Si,^30SiC_3H_9+,75.0453,258267.97,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_pos,PDMS,pos,PDMS,C2H7OSi,SiC_2H_7O+,75.0216,244168.8,0.6,fragment,neutral,break 1 bond(s) | ; | break 1 bond(s) | ; | break 2 bond(s) | ; | break 2 bond(s) | ; | break 2 bond(s)
PDMS_pos,PDMS,pos,PDMS,C5H15OSi2,Si^29SiC_5H_15O+,148.0642,198831.37,0.28,siloxane_fragment,positive,siloxane fragment Si2 C0-6 O0-4 | positive ion formula
PDMS_pos,PDMS,pos,PDMS,C4H9O3Si,SiC_4H_9O_3+,133.0379,186135.91,0.28,siloxane_fragment,positive,siloxane fragment Si1 C0-4 O0-3 | positive ion formula
PDMS_pos,PDMS,pos,PDMS,C3H9O2Si2,Si_2C_3H_9O_2+,132.997,151622.87,0.55,neutral_loss,neutral,M | H shift -2 | -CH3 | ; | break 1 bond(s) | -H2 | ; | break 1 bond(s) | -H2
PDMS_pos,PDMS,pos,PDMS,C7H21O2Si3,Si_3C_7H_21O_2+,221.1089,141683.85,0.28,siloxane_fragment,positive,siloxane fragment Si3 C0-8 O1-5 | positive ion formula
PDMS_pos,PDMS,pos,PDMS,C7H21O4Si4,Si_4C_7H_21O_4+,281.028,121520.84,0.39,neutral_loss,neutral,M + 2×repeat | H shift -2 | -CH3 | ; | break 1 bond(s) + 2×repeat | -H2 | ; | break 1 bond(s) + 2×repeat | -H2
PDMS_pos,PDMS,pos,PDMS,C4H11OSi2,Si_2C_4H_11O+,131.0206,110184.0,0.6,neutral_loss,neutral,M | H shift -1 | -H2O | ; | break 1 bond(s) | -H2 | ; | break 1 bond(s) | -H2
PDMS_pos,PDMS,pos,PDMS,C5H15OSi2,Si^30SiC_5H_15O+,149.0566,106845.32,0.28,siloxane_fragment,positive,siloxane fragment Si2 C0-6 O0-4 | positive ion formula
