material,normalized_formula,ion_mode,polarity,rf_formula_raw,peak_count,best_rf_score,best_rank,max_intensity,total_intensity,mz_min,mz_max,median_abs_ppm,material_total_intensity,relative_intensity,network_best_score,generation_types,paths,exact_mass,network_formula_modes,network_formula_best_score,all_network_compound_count,all_network_compounds,same_material_mode_match,same_material_formula_match,is_generic_formula,screening_tier
PEN,C2H2O2,negative,-,C₂H₂O₂⁻,1,74,137,6555.09,6555.09,58.0064,58.0064,6.4,40472199.6,0.00016196525182189504,0.5,adduct,break 1 bond(s) | H shift -2 | -H | ; | break 1 bond(s) | H shift -2 | -H | ; | break 2 bond(s) | H shift -2 | O,58.0054793036,negative; neutral; positive,0.5,5,EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C11H7O,negative,-,C₁₁H₇O⁻,1,72,102,12026.34,12026.34,155.051,155.051,4.9,40472199.6,0.00029715063967019966,0.35,adduct,break 2 bond(s) | H shift +2 | -H | ; | break 2 bond(s) | H shift +2 | -H,155.04968984518,negative; neutral; positive,0.45,5,EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C12H9O2,positive,+,C₁₂H₉O₂⁺,1,69,239,9784.26,9784.26,185.0571,185.0571,14.1,40472199.6,0.00024175261282314886,0.45,adduct,break 2 bond(s) | H | ; | break 2 bond(s) | H,185.06025452921,negative; neutral; positive,0.45,7,EVA; PEEK; PEEK20%GFR; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C11H5O2,positive,+,C₁₁H₅O₂⁺,1,68,245,9465.24,9465.24,169.0263,169.0263,12.5,40472199.6,0.0002338701650403997,0.35,adduct,break 2 bond(s) | H shift -2 | H | ; | break 2 bond(s) | H shift -2 | H,169.02895440029,negative; neutral; positive,0.45,5,EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C15H13O6,positive,+,C₁₅H₁₃O₆⁺,1,67,173,15742.69,15742.69,289.0774,289.0774,23.3,40472199.6,0.0003889753993010056,0.2699999999999999,adduct,break 2 bond(s) + 1×repeat | H shift +2 | H | ; | break 2 bond(s) + 1×repeat | H shift +2 | H,289.07121313641,negative; neutral; positive,0.65,1,PEN,True,True,False,B_可用支持
PEN,C16H15O4,positive,+,C₁₆H₁₅O₄⁺,1,67,460,1846.95,1846.95,271.0956,271.0956,3.3,40472199.6,4.563502893971693e-05,0.45,adduct,break 2 bond(s) | H | ; | break 2 bond(s) + 1×repeat | H | ; | break 2 bond(s) + 1×repeat | H,271.09703396173,negative; neutral; positive,0.45,2,PEN; PET,True,True,False,B_可用支持
PEN,CH3NaO,positive,+,CH₃NaO⁺,1,63,340,4621.47,4621.47,54.0069,54.0069,13.1,40472199.6,0.00011418875291374082,0.48,adduct,break 1 bond(s) | Na | ; | break 1 bond(s) | Na | ; | break 2 bond(s) | H shift +1 | Na,54.00815899826,positive,0.48,5,Nomex; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C10H4,negative,-,C₁₀H₄⁻,1,62,121,8467.35,8467.35,124.0305,124.0305,10.9,40472199.6,0.00020921398104589305,0.4,adduct,break 2 bond(s) | H shift -1 | -H,124.03130012892,negative; neutral,0.4,6,COC; EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C17H13O6,positive,+,C₁₇H₁₃O₆⁺,1,57,211,11922.21,11922.21,313.0752,313.0752,14.5,40472199.6,0.00029457776245993804,0.2699999999999999,adduct,break 2 bond(s) + 1×repeat | H shift -2 | H | ; | break 2 bond(s) + 1×repeat | H shift -2 | H,313.07121313641,negative; neutral; positive,0.42,2,PEN; PET,True,True,False,B_可用支持
PEN,C13H9O2,positive,+,C₁₃H₉O₂⁺,1,57,278,7112.93,7112.93,197.0579,197.0579,9.2,40472199.6,0.00017574854023995275,0.35,adduct,break 2 bond(s) | H shift -2 | H | ; | break 2 bond(s) | H shift -2 | H,197.06025452921,negative; neutral; positive,0.5,7,EVA; PEEK; PEEK20%GFR; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C16H13O5,negative,-,C₁₆H₁₃O₅⁻,1,57,353,495.17,495.17,285.0664,285.0664,36.7,40472199.6,1.2234818094739777e-05,0.5499999999999999,adduct,break 1 bond(s) | H shift -1 | -H | ; | break 1 bond(s) | H shift -1 | -H | ; | break 2 bond(s) | H shift -2 | OH,285.07629851684,negative; neutral; positive,0.6,3,PEI; PEN; PET,True,True,False,B_可用支持
PEN,C2H4O,positive,+,C₂H₄O⁺,1,56,314,5561.97,5561.97,44.024,44.024,37.8,40472199.6,0.00013742692650685584,0.5,adduct,break 1 bond(s) | H shift -2 | H | ; | break 1 bond(s) | H shift -2 | H | ; | break 2 bond(s) | H shift -2 | H,44.02621474849,negative; neutral; positive,0.6,3,EVA; PEN; PET,True,True,False,B_可用支持
PEN,CO2,negative,-,CO₂⁻,1,56,157,5114.51,5114.51,43.9902,43.9902,4.1,40472199.6,0.00012637094228997624,0.4,adduct,break 2 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | O | ; | break 2 bond(s) | H shift +1 | -H,43.98982923914,negative; neutral,0.45,6,EVA; Nomex; PEEK; PEEK20%GFR; PEN; PET,True,True,False,B_可用支持
PEN,C25H17O6,positive,+,C₂₅H₁₇O₆⁺,1,55,437,2302.42,2302.42,413.0964,413.0964,13.5,40472199.6,5.68889267881551e-05,0.37,adduct,break 2 bond(s) + 1×repeat | H | ; | break 2 bond(s) + 1×repeat | H,413.10251326533,negative; neutral; positive,0.37,1,PEN,True,True,False,B_可用支持
PEN,C13H11O3,negative,-,C₁₃H₁₁O₃⁻,1,55,234,2092.48,2092.48,215.0748,215.0748,16.0,40472199.6,5.170166239247347e-05,0.5499999999999999,adduct,break 1 bond(s) | H shift +1 | -H | ; | break 1 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | H shift +1 | -H,215.07081921324,negative; neutral; positive,0.6,7,EVA; PEEK; PEEK20%GFR; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C12H7O4,negative,-,C₁₂H₇O₄⁻,1,52,168,4368.56,4368.56,215.0382,215.0382,15.0,40472199.6,0.00010793977207011007,0.35,adduct,break 2 bond(s) | H shift +2 | -H,215.03443370389,negative; neutral; positive,0.45,1,PEN,True,True,False,B_可用支持
PFA,CF3,negative,-,CF₃⁻,2,100,5,2575085.69,2603025.7399999998,68.9957,69.9979,9.1,89021933.7,0.029240274074163363,0.5499999999999999,adduct,break 1 bond(s) | H shift +1 | -H | ; | break 1 bond(s) | H shift +1 | -H | ; | break 1 bond(s) | H shift +1 | -H,68.99520948819,negative; neutral,0.6,3,FEP; PFA; PTFE,True,True,False,A_高置信特征
PFA,CF3O,negative,-,CF₃O⁻,1,100,26,111410.48,111410.48,84.9904,84.9904,3.2,89021933.7,0.0012514947201152516,0.48,adduct,break 1 bond(s) | O | ; | break 1 bond(s) | O | ; | break 1 bond(s) | O | ; | break 2 bond(s) | O,84.99012410776,negative,0.48,3,FEP; PFA; PTFE,True,True,False,A_高置信特征
PFA,C2HF4O,negative,-,C₂HF₄O⁻,1,100,39,70625.48,70625.48,116.9926,116.9926,36.8,89021933.7,0.0007933492013103732,0.33,adduct,break 2 bond(s) | OH | ; | break 2 bond(s) | H shift +1 | O | ; | break 2 bond(s) | OH,116.99635230272,negative,0.33,4,ETFE; FEP; PFA; PTFE,True,True,False,A_高置信特征
PFA,CHF3O,negative,-,CHF₃O⁻,1,100,40,62686.51,62686.51,85.9956,85.9956,33.7,89021933.7,0.0007041692692415644,0.48,adduct,break 1 bond(s) | OH | ; | break 1 bond(s) | H shift +1 | O | ; | break 1 bond(s) | OH,85.99794913999,negative,0.48,3,FEP; PFA; PTFE,True,True,False,A_高置信特征
PFA,C4H3F8O,negative,-,C₄H₃F₈O⁻,1,100,60,27356.74,27356.74,219.002,219.002,19.0,89021933.7,0.0003073033674171919,0.2299999999999999,adduct,break 2 bond(s) | H shift +2 | OH | ; | break 2 bond(s) | H shift +2 | OH | ; | break 2 bond(s) | H shift +2 | OH,219.0056150181,negative,0.2299999999999999,3,FEP; PFA; PTFE,True,True,False,A_高置信特征
PFA,C2F4,negative,-,C₂F₄⁻,1,100,61,26738.27,26738.27,99.9923,99.9923,18.6,89021933.7,0.0003003559784502861,0.4,adduct,break 2 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | H shift +1 | -H,99.99361265092,negative; neutral,0.45,4,ETFE; FEP; PFA; PTFE,True,True,False,A_高置信特征
PFA,C4HF10O,negative,-,C₄HF₁₀O⁻,1,100,98,7474.99,7474.99,254.9856,254.9856,6.7,89021933.7,8.396795811232754e-05,0.63,adduct,M | OH | ; | M | H shift +1 | O,254.9867712791,negative,0.63,2,FEP; PFA,True,True,False,A_高置信特征
PFA,CHF2O,negative,-,CHF₂O⁻,1,100,13,306167.09,306167.09,66.9978,66.9978,34.3,89021933.7,0.003439232077700869,0.33,adduct,break 2 bond(s) | OH | ; | break 2 bond(s) | H shift +1 | O | ; | break 2 bond(s) | OH,66.99954597726,negative,0.33,5,ETFE; FEP; PFA; PTFE; PVDF,True,True,False,B_可用支持
PFA,CF2,negative,-,CF₂⁻,2,100,36,82527.25,83324.43,49.997,50.9994,13.55,89021933.7,0.0009359988773193767,0.4,adduct,break 2 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | H shift +1 | -H,49.99680632546,negative; neutral,0.45,5,ETFE; FEP; PFA; PTFE; PVDF,True,True,False,B_可用支持
PFA,C3F6O,negative,-,C₃F₆O⁻,1,100,108,5758.38,5758.38,165.9863,165.9863,2.5,89021933.7,6.4684957523002e-05,0.33,adduct,break 2 bond(s) | O | ; | break 2 bond(s) | O | ; | break 2 bond(s) | O | ; | break 2 bond(s) | O,165.98533359595,negative,0.33,3,FEP; PFA; PTFE,True,True,False,B_可用支持
PFA,C3F6,negative,-,C₃F₆⁻,1,100,176,1281.45,1281.45,149.9904,149.9904,3.8,89021933.7,1.4394767073005066e-05,0.4,adduct,break 2 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | H shift +1 | -H,149.99041897638,negative; neutral,0.45,3,FEP; PFA; PTFE,True,True,False,B_可用支持
PFA,C7HF14O,negative,-,C₇HF₁₄O⁻,1,100,207,864.24,864.24,366.9737,366.9737,19.7,89021933.7,9.708169257617463e-06,0.25,adduct,break 2 bond(s) + 1×repeat | OH | ; | break 2 bond(s) + 1×repeat | H shift +1 | O | ; | break 2 bond(s) + 1×repeat | OH,366.98038393002,negative,0.25,3,FEP; PFA; PTFE,True,True,False,B_可用支持
PFA,C2F4O,negative,-,C₂F₄O⁻,1,100,210,830.26,830.26,115.9858,115.9858,28.2,89021933.7,9.326465574180174e-06,0.33,adduct,break 2 bond(s) | O | ; | break 2 bond(s) | O | ; | break 2 bond(s) | O,115.98852727049,negative,0.33,4,ETFE; FEP; PFA; PTFE,True,True,False,B_可用支持
PFA,C2HF4,negative,-,C₂HF₄⁻,1,100,225,680.36,680.36,100.9965,100.9965,54.3,89021933.7,7.64261089062369e-06,0.35,adduct,break 2 bond(s) | H shift +2 | -H | ; | break 2 bond(s) | H shift +2 | -H | ; | break 2 bond(s) | H shift +2 | -H,101.00143768315,negative; neutral; positive,0.45,4,ETFE; FEP; PFA; PTFE,True,True,False,B_可用支持
PFA,C4HF9,negative,-,C₄HF₉⁻,1,100,226,652.15,652.15,219.9905,219.9905,15.9,89021933.7,7.325722694338642e-06,0.5,adduct,break 1 bond(s) | H shift +2 | -H | ; | break 1 bond(s) | H shift +2 | -H | ; | break 1 bond(s) | H shift +2 | -H,219.9934534968,negative; neutral; positive,0.6,3,FEP; PFA; PTFE,True,True,False,B_可用支持
PFA,C4F8O,negative,-,C₄F₈O⁻,1,100,252,463.06,463.06,215.9845,215.9845,8.4,89021933.7,5.201639424734266e-06,0.33,adduct,break 2 bond(s) | O | ; | break 2 bond(s) | O | ; | break 2 bond(s) | O | ; | break 2 bond(s) | O,215.98213992141,negative,0.33,3,FEP; PFA; PTFE,True,True,False,B_可用支持
PFA,C3HF6,negative,-,C₃HF₆⁻,1,100,254,458.1,458.1,150.9939,150.9939,32.4,89021933.7,5.145922818794039e-06,0.35,adduct,break 2 bond(s) | H shift +2 | -H | ; | break 2 bond(s) | H shift +2 | -H | ; | break 2 bond(s) | H shift +2 | -H,150.99824400861,negative; neutral; positive,0.45,3,FEP; PFA; PTFE,True,True,False,B_可用支持
PFA,C4F8,negative,-,C₄F₈⁻,1,100,271,349.05,349.05,199.9866,199.9866,5.9,89021933.7,3.920943811176728e-06,0.4,adduct,break 2 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | H shift +1 | -H,199.98722530184,negative; neutral,0.45,3,FEP; PFA; PTFE,True,True,False,B_可用支持
PFA,C9F19,negative,-,C₉F₁₉⁻,1,100,285,280.03,280.03,468.9687,468.9687,3.2,89021933.7,3.145629266419765e-06,0.4699999999999999,adduct,break 1 bond(s) + 1×repeat | H shift +1 | -H | ; | break 1 bond(s) + 1×repeat | H shift +1 | -H | ; | break 1 bond(s) + 1×repeat | H shift +1 | -H,468.96966009187,negative; neutral,0.52,3,FEP; PFA; PTFE,True,True,False,B_可用支持
PFA,CF2O,negative,-,CF₂O⁻,1,80,255,453.11,453.11,65.9949,65.9949,39.9,89021933.7,5.089869217253365e-06,0.33,adduct,break 2 bond(s) | O | ; | break 2 bond(s) | O | ; | break 2 bond(s) | O | ; | break 2 bond(s) | O,65.99172094503,negative,0.33,5,ETFE; FEP; PFA; PTFE; PVDF,True,True,False,B_可用支持
PFA,CHF2,positive,+,CHF₂⁺,1,73,33,164813.23,164813.23,51.0034,51.0034,13.4,89021933.7,0.0018513777801705963,0.45,adduct,break 2 bond(s) | H | ; | break 2 bond(s) | H | ; | break 2 bond(s) | H | ; | break 2 bond(s) | H,51.00463135769,negative; neutral; positive,0.45,5,ETFE; FEP; PFA; PTFE; PVDF,True,True,False,B_可用支持
PFA,CH2F3O,negative,-,CH₂F₃O⁻,1,66,118,4164.85,4164.85,86.999,86.999,84.2,89021933.7,4.678453755043517e-05,0.4299999999999999,adduct,break 1 bond(s) | H shift +1 | OH | ; | break 1 bond(s) | H shift +2 | O | ; | break 1 bond(s) | H shift +1 | OH,87.00577417222,negative,0.4299999999999999,3,FEP; PFA; PTFE,True,True,False,B_可用支持
PPS,C6H5S2,negative,-,C₆H₅S₂⁻,1,97,16,246580.22,246580.22,140.979,140.979,34.2,36546178.7,0.006747086255559736,0.75,adduct,M | -H,140.98326750995,negative; neutral; positive,0.75,2,PPS; PPS40%GFR,True,True,False,A_高置信特征
PPS,C6H3S2,negative,-,C₆H₃S₂⁻,1,87,61,53826.79,53826.79,138.9658,138.9658,17.0,36546178.7,0.0014728431785400314,0.65,adduct,M | H shift -2 | -H,138.96761744549,negative; neutral,0.65,2,PPS; PPS40%GFR,True,True,False,A_高置信特征
PPS,C6H7S2,negative,-,C₆H₇S₂⁻,1,96,156,13749.8,13749.8,142.9945,142.9945,34.7,36546178.7,0.0003762308533778389,0.65,adduct,M | H shift +2 | -H,142.99891757441,negative; neutral; positive,0.75,2,PPS; PPS40%GFR,True,True,False,B_可用支持
PPS,C6H5OS,negative,-,C₆H₅OS⁻,1,61,342,2173.15,2173.15,125.0013,125.0013,42.9,36546178.7,5.946312521040674e-05,0.48,adduct,break 1 bond(s) | O | ; | break 1 bond(s) | H shift -1 | OH | ; | break 1 bond(s) | O,125.00611095512,negative,0.48,2,PPS; PPS40%GFR,True,True,False,B_可用支持
PTFE,CF3,negative,-,CF₃⁻,1,100,4,716289.43,716289.43,68.9953,68.9953,6.6,59779357.08,0.011982220368168605,0.5499999999999999,adduct,break 1 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | H shift +1 | -H,68.99520948819,negative; neutral,0.6,3,FEP; PFA; PTFE,True,True,False,A_高置信特征
PTFE,C2F3,negative,-,C₂F₃⁻,1,100,27,97813.28,97813.28,80.9933,80.9933,30.3,59779357.08,0.00163623840699894,0.45,adduct,break 2 bond(s) | -H | ; | break 2 bond(s) | -H | ; | break 2 bond(s) | -H | ; | break 2 bond(s) | -H,80.99520948819,negative; neutral,0.5,2,ETFE; PTFE,True,True,False,A_高置信特征
PTFE,CH2FO,negative,-,CH₂FO⁻,1,85,30,94424.14,94424.14,49.0068,49.0068,55.4,59779357.08,0.0015795442542755431,0.33,adduct,break 2 bond(s) | OH | ; | break 2 bond(s) | H shift +1 | O | ; | break 2 bond(s) | OH,49.00896784676,negative,0.33,3,ETFE; PTFE; PVDF,True,True,False,A_高置信特征
PTFE,CHFO,negative,-,CHFO⁻,1,80,10,248991.56,248991.56,48.0001,48.0001,33.2,59779357.08,0.004165176277603419,0.33,adduct,break 2 bond(s) | O | ; | break 2 bond(s) | H shift -1 | OH | ; | break 2 bond(s) | O,48.00114281453,negative,0.33,3,ETFE; PTFE; PVDF,True,True,False,A_高置信特征
PTFE,CHF2O,negative,-,CHF₂O⁻,1,100,11,240869.34,240869.34,66.9977,66.9977,35.7,59779357.08,0.004029306298454423,0.48,adduct,break 1 bond(s) | O | ; | break 2 bond(s) | H shift -1 | OH | ; | break 2 bond(s) | O,66.99954597726,negative,0.48,5,ETFE; FEP; PFA; PTFE; PVDF,True,True,False,B_可用支持
PTFE,CHF3,negative,-,CHF₃⁻,1,100,112,9221.38,9221.38,69.9989,69.9989,66.9,59779357.08,0.00015425692831823944,0.5,adduct,break 1 bond(s) | H shift +2 | -H | ; | break 2 bond(s) | H shift +2 | -H | ; | break 2 bond(s) | H shift +2 | -H,70.00303452042,negative; neutral; positive,0.6,3,FEP; PFA; PTFE,True,True,False,B_可用支持
PTFE,C3H2F5,negative,-,C₃H₂F₅⁻,1,100,130,7337.7,7337.7,132.9954,132.9954,96.3,59779357.08,0.00012274638534804397,0.2699999999999999,adduct,break 2 bond(s) + 1×repeat | H shift +2 | -H | ; | break 2 bond(s) + 1×repeat | H shift +2 | -H,133.00766587811,negative; neutral; positive,0.37,1,PTFE,True,True,False,B_可用支持
PTFE,C2HF3,negative,-,C₂HF₃⁻,1,100,220,2834.35,2834.35,81.9964,81.9964,87.6,59779357.08,4.7413524307511674e-05,0.4,adduct,break 2 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | H shift +1 | -H,82.00303452042,negative; neutral; positive,0.45,2,ETFE; PTFE,True,True,False,B_可用支持
PTFE,C5H4F9O,negative,-,C₅H₄F₉O⁻,1,100,295,1708.24,1708.24,250.9799,250.9799,129.5,59779357.08,2.857575061762441e-05,0.0699999999999999,adduct,break 2 bond(s) + 2×repeat | H shift +2 | OH | ; | break 2 bond(s) + 2×repeat | H shift +2 | OH,251.01184321306,negative,0.0699999999999999,1,PTFE,True,True,False,B_可用支持
PTFE,C8HF15,negative,-,C₈HF₁₅⁻,1,100,299,1687.21,1687.21,381.9844,381.9844,0.0,59779357.08,2.82239569378788e-05,0.16,adduct,break 2 bond(s) + 3×repeat | H shift +1 | -H | ; | break 2 bond(s) + 3×repeat | H shift +1 | -H | ; | break 2 bond(s) + 3×repeat | H shift +1 | -H,381.98387247318,negative; neutral; positive,0.21,1,PTFE,True,True,False,B_可用支持
PTFE,C3H3F5O,negative,-,C₃H₃F₅O⁻,1,100,342,1387.19,1387.19,149.9927,149.9927,121.7,59779357.08,2.3205167598968767e-05,0.2,adduct,break 2 bond(s) + 1×repeat | H shift +1 | OH | ; | break 2 bond(s) + 1×repeat | H shift +2 | O | ; | break 2 bond(s) + 1×repeat | H shift +1 | OH,150.01040552991,negative,0.2,1,PTFE,True,True,False,B_可用支持
PTFE,C9HF17,negative,-,C₉HF₁₇⁻,1,100,361,1261.13,1261.13,431.9818,431.9818,1.3,59779357.08,2.109641290240521e-05,0.08,adduct,break 2 bond(s) + 4×repeat | H shift +1 | -H | ; | break 2 bond(s) + 4×repeat | H shift +1 | -H,431.98067879864,negative; neutral; positive,0.13,1,PTFE,True,True,False,B_可用支持
PTFE,C7HF15O,negative,-,C₇HF₁₅O⁻,1,100,362,1254.15,1254.15,385.9782,385.9782,2.9,59779357.08,2.097965018796753e-05,0.24,adduct,break 1 bond(s) + 3×repeat | OH | ; | break 1 bond(s) + 3×repeat | H shift +1 | O | ; | break 2 bond(s) + 3×repeat | OH,385.97878709275,negative,0.24,1,PTFE,True,True,False,B_可用支持
PTFE,C6F13O,negative,-,C₆F₁₃O⁻,1,100,450,557.04,557.04,334.9686,334.9686,18.2,59779357.08,9.318266826699702e-06,0.4199999999999999,adduct,M + 2×repeat | H shift -1 | O,334.97415573506,negative,0.4199999999999999,3,FEP; PFA; PTFE,True,True,False,B_可用支持
PTFE,CH2F,positive,+,CH₂F⁺,2,85,167,18819.08,19020.11,33.0133,34.0171,8.65,59779357.08,0.0003181718728514636,0.45,adduct,break 2 bond(s) | H | ; | break 2 bond(s) | H,33.01405322719,negative; neutral; positive,0.45,3,ETFE; PTFE; PVDF,True,True,False,B_可用支持
PTFE,CFO,negative,-,CFO⁻,1,83,197,3499.95,3499.95,46.9941,46.9941,5.0,59779357.08,5.854780263555153e-05,0.28,adduct,break 2 bond(s) | H shift -1 | O | ; | break 2 bond(s) | H shift -1 | O,46.9933177823,negative,0.28,3,ETFE; PTFE; PVDF,True,True,False,B_可用支持
PTFE,CHF3O,negative,-,CHF₃O⁻,1,68,43,49627.85,49627.85,85.9964,85.9964,24.4,59779357.08,0.0008301837360610169,0.48,adduct,break 1 bond(s) | OH | ; | break 1 bond(s) | H shift +1 | O | ; | break 2 bond(s) | OH,85.99794913999,negative,0.48,3,FEP; PFA; PTFE,True,True,False,B_可用支持
PTFE,CHF,positive,+,CHF⁺,1,63,74,57043.95,57043.95,32.0016,32.0016,127.5,59779357.08,0.0009542416109236617,0.4,adduct,break 2 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H shift -1 | H,32.00622819496,negative; neutral; positive,0.45,3,ETFE; PTFE; PVDF,True,True,False,B_可用支持
PTFE,CHF2,positive,+,CHF₂⁺,1,54,56,79321.11,79321.11,51.0026,51.0026,29.1,59779357.08,0.001326898010860976,0.5499999999999999,adduct,break 1 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H,51.00463135769,negative; neutral; positive,0.6,5,ETFE; FEP; PFA; PTFE; PVDF,True,True,False,B_可用支持
PVDF,C2H,negative,-,C₂H⁻,2,100,4,638372.08,655620.87,25.0085,26.0116,7.4,64422120.6,0.010176952635117075,0.35,adduct,break 2 bond(s) | H shift -2 | -H,25.00782503223,negative; neutral,0.4,4,EVA; PEN; PET; PVDF,True,True,False,A_高置信特征
PVDF,C2H3,positive,+,C₂H₃⁺,1,100,20,391733.45,391733.45,27.0229,27.0229,1.0,64422120.6,0.006080728891746541,0.35,adduct,break 2 bond(s) | H shift -2 | H,27.02347509669,negative; neutral; positive,0.5,4,EVA; PEN; PET; PVDF,True,True,False,A_高置信特征
PVDF,C3F3,negative,-,C₃F₃⁻,1,100,36,88533.19,88533.19,92.9962,92.9962,4.8,64422120.6,0.001374266931535936,0.2699999999999999,adduct,break 2 bond(s) + 1×repeat | H shift -2 | -H | ; | break 2 bond(s) + 1×repeat | H shift -2 | -H,92.99520948819,negative; neutral,0.32,2,ETFE; PVDF,True,True,False,A_高置信特征
PVDF,C3HF3O,negative,-,C₃HF₃O⁻,1,100,43,70895.46,70895.46,109.998,109.998,4.5,64422120.6,0.0011004831778232398,0.1499999999999999,adduct,break 2 bond(s) + 1×repeat | H shift -2 | O | ; | break 2 bond(s) + 1×repeat | H shift -2 | O,109.99794913999,negative,0.1499999999999999,2,ETFE; PVDF,True,True,False,A_高置信特征
PVDF,CF,negative,-,CF⁻,1,100,48,58799.24,58799.24,30.9985,30.9985,14.6,64422120.6,0.0009127181696654673,0.45,adduct,break 2 bond(s) | -H | ; | break 2 bond(s) | -H,30.99840316273,negative; neutral,0.5,3,ETFE; PTFE; PVDF,True,True,False,A_高置信特征
PVDF,C3H2F3O,negative,-,C₃H₂F₃O⁻,1,100,53,54796.52,54796.52,111.0071,111.0071,7.0,64422120.6,0.0008505854742074416,0.2,adduct,break 2 bond(s) + 1×repeat | H shift -1 | O | ; | break 2 bond(s) + 1×repeat | H shift -2 | OH | ; | break 2 bond(s) + 1×repeat | H shift -1 | O,111.00577417222,negative,0.2,2,ETFE; PVDF,True,True,False,A_高置信特征
PVDF,C3HF4O,negative,-,C₃HF₄O⁻,1,100,66,38275.19,38275.19,128.9978,128.9978,7.0,64422120.6,0.0005941311717702134,0.3,adduct,break 1 bond(s) + 1×repeat | H shift -2 | O,128.99635230272,negative,0.3,2,ETFE; PVDF,True,True,False,A_高置信特征
PVDF,CHFO,negative,-,CHFO⁻,1,98,8,474050.13,474050.13,48.0011,48.0011,12.3,64422120.6,0.007358499310250895,0.33,adduct,break 2 bond(s) | O | ; | break 2 bond(s) | H shift -1 | OH | ; | break 2 bond(s) | O,48.00114281453,negative,0.33,3,ETFE; PTFE; PVDF,True,True,False,A_高置信特征
PVDF,C2H2FO,negative,-,C₂H₂FO⁻,1,97,31,113510.86,113510.86,61.0079,61.0079,26.5,64422120.6,0.0017619857735636229,0.38,adduct,break 1 bond(s) | H shift -2 | O | ; | break 1 bond(s) | H shift -2 | O,61.00896784676,negative,0.38,1,PVDF,True,True,False,A_高置信特征
PVDF,C2H2F2O,negative,-,C₂H₂F₂O⁻,1,95,67,38221.31,38221.31,80.0054,80.0054,31.5,64422120.6,0.0005932948130862988,0.53,adduct,M | H shift -2 | O,80.00737100949,negative,0.53,2,ETFE; PVDF,True,True,False,A_高置信特征
PVDF,CH2F,positive,+,CH₂F⁺,2,88,36,253554.95,256381.98,33.0129,34.0158,10.0,64422120.6,0.003979719661696452,0.45,adduct,break 2 bond(s) | H | ; | break 2 bond(s) | H,33.01405322719,negative; neutral; positive,0.45,3,ETFE; PTFE; PVDF,True,True,False,A_高置信特征
PVDF,CHF2O,negative,-,CHF₂O⁻,1,100,13,352857.18,352857.18,66.9993,66.9993,11.9,64422120.6,0.005477267384458002,0.48,adduct,break 1 bond(s) | O,66.99954597726,negative,0.48,5,ETFE; FEP; PFA; PTFE; PVDF,True,True,False,B_可用支持
PVDF,C2H5,positive,+,C₂H₅⁺,2,100,47,195735.8,201718.27,29.0383,30.0416,5.65,64422120.6,0.0031311957464498614,0.45,adduct,break 2 bond(s) | H,29.03912516115,negative; neutral; positive,0.45,6,COC; ETFE; EVA; PEN; PET; PVDF,True,True,False,B_可用支持
PVDF,C2HF2,negative,-,C₂HF₂⁻,1,100,106,18921.15,18921.15,63.005,63.005,2.9,64422120.6,0.0002937057927273509,0.65,adduct,M | H shift -2 | -H,63.00463135769,negative; neutral,0.65,2,ETFE; PVDF,True,True,False,B_可用支持
PVDF,C5H2F6,negative,-,C₅H₂F₆⁻,1,100,149,9378.78,9378.78,176.0046,176.0046,11.5,64422120.6,0.0001455832237847818,0.3399999999999999,adduct,break 1 bond(s) + 2×repeat | H shift -2 | -H,176.00606904084,negative; neutral,0.3399999999999999,2,ETFE; PVDF,True,True,False,B_可用支持
PVDF,C3H3F4O,negative,-,C₃H₃F₄O⁻,1,100,150,9353.05,9353.05,131.0141,131.0141,11.8,64422120.6,0.00014518382681119005,0.3999999999999999,adduct,break 1 bond(s) + 1×repeat | O,131.01200236718,negative,0.3999999999999999,2,ETFE; PVDF,True,True,False,B_可用支持
